Time Interval,Agent 1,Agent 0,Agent 9,Agent 8,Agent 7,Agent 5,Agent 2,Agent 4,Agent 3,Agent 6
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,54.79223940221117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,54.79223940221117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,54.79223940221117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,38.23853313639706,60.37278288495336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,38.23853313639706,60.37278288495336,48.924064000795155,54.896722553285045,0.0,0.0,0.0,0.0,0.0
8,0.0,38.23853313639706,27.169293857870308,48.924064000795155,54.896722553285045,0.0,0.0,0.0,0.0,0.0
9,0.0,28.63835209213626,27.169293857870308,48.924064000795155,54.896722553285045,0.0,0.0,0.0,0.0,0.0
10,0.0,28.63835209213626,27.169293857870308,48.924064000795155,54.896722553285045,87.16318729959676,50.40569348691343,0.0,0.0,0.0
11,0.0,28.63835209213626,13.07839890045514,48.924064000795155,54.896722553285045,87.16318729959676,50.40569348691343,0.0,0.0,0.0
12,0.0,84.8769712323474,44.303095849668786,48.924064000795155,54.896722553285045,87.16318729959676,50.40569348691343,0.0,0.0,0.0
13,0.0,84.8769712323474,44.303095849668786,48.924064000795155,54.896722553285045,87.16318729959676,50.40569348691343,0.0,0.0,0.0
14,0.0,84.8769712323474,44.303095849668786,48.924064000795155,24.714770007966592,87.16318729959676,50.40569348691343,0.0,0.0,0.0
15,0.0,84.8769712323474,44.303095849668786,48.924064000795155,24.714770007966592,87.16318729959676,50.40569348691343,0.0,0.0,0.0
16,0.0,84.8769712323474,44.303095849668786,48.924064000795155,0.0,87.16318729959676,50.40569348691343,0.0,0.0,60.404446472615916
17,0.0,84.8769712323474,44.303095849668786,30.733861327092583,57.08993476129591,87.16318729959676,50.40569348691343,0.0,0.0,60.404446472615916
18,0.0,84.8769712323474,44.303095849668786,4.62046453963191,57.08993476129591,87.16318729959676,50.40569348691343,0.0,0.0,60.404446472615916
19,0.0,84.8769712323474,44.303095849668786,4.62046453963191,57.08993476129591,87.16318729959676,50.40569348691343,0.0,0.0,60.404446472615916
20,41.50086459406501,84.8769712323474,44.303095849668786,48.690851069917755,57.08993476129591,87.16318729959676,50.40569348691343,70.04932377835686,33.83707098559684,60.404446472615916
21,41.50086459406501,84.8769712323474,44.303095849668786,48.690851069917755,57.08993476129591,87.16318729959676,50.40569348691343,70.04932377835686,33.83707098559684,60.404446472615916
22,41.50086459406501,84.8769712323474,44.303095849668786,48.690851069917755,57.08993476129591,87.16318729959676,50.40569348691343,70.04932377835686,33.83707098559684,60.404446472615916
23,41.50086459406501,84.8769712323474,44.303095849668786,48.690851069917755,57.08993476129591,87.16318729959676,50.40569348691343,70.04932377835686,33.83707098559684,60.404446472615916
24,41.50086459406501,84.8769712323474,44.303095849668786,48.690851069917755,57.08993476129591,50.40089581694184,50.40569348691343,70.04932377835686,33.83707098559684,60.404446472615916
25,41.50086459406501,84.8769712323474,44.303095849668786,48.690851069917755,57.08993476129591,50.40089581694184,50.40569348691343,70.04932377835686,33.83707098559684,60.404446472615916
26,41.50086459406501,84.8769712323474,44.303095849668786,48.690851069917755,47.82622680238485,50.40089581694184,26.081768492364706,70.04932377835686,33.83707098559684,60.404446472615916
27,41.50086459406501,84.8769712323474,44.303095849668786,48.690851069917755,47.82622680238485,32.65019164855438,26.081768492364706,70.04932377835686,33.83707098559684,60.404446472615916
28,41.50086459406501,84.8769712323474,27.115438691361362,48.690851069917755,47.82622680238485,32.65019164855438,26.081768492364706,70.04932377835686,33.83707098559684,60.404446472615916
29,41.50086459406501,54.476616934026346,9.254677571988644,48.690851069917755,47.82622680238485,32.65019164855438,60.21596106637888,70.04932377835686,33.83707098559684,60.404446472615916
30,41.50086459406501,54.476616934026346,69.85834234599612,48.690851069917755,47.82622680238485,32.65019164855438,60.21596106637888,70.04932377835686,33.83707098559684,60.404446472615916
31,41.50086459406501,54.476616934026346,69.85834234599612,48.690851069917755,47.82622680238485,103.70182981789242,60.21596106637888,70.04932377835686,91.01093772094622,60.404446472615916
32,41.50086459406501,54.476616934026346,69.85834234599612,48.690851069917755,47.82622680238485,71.05163816933803,60.21596106637888,70.04932377835686,91.01093772094622,60.404446472615916
33,41.50086459406501,54.476616934026346,69.85834234599612,48.690851069917755,47.82622680238485,71.05163816933803,60.21596106637888,70.04932377835686,91.01093772094622,60.404446472615916
34,41.50086459406501,54.476616934026346,69.85834234599612,48.690851069917755,47.82622680238485,71.05163816933803,60.21596106637888,70.04932377835686,91.01093772094622,60.404446472615916
35,41.50086459406501,81.12828341372818,69.85834234599612,48.690851069917755,47.82622680238485,71.05163816933803,60.21596106637888,70.04932377835686,91.01093772094622,60.404446472615916
