job_id,wait_time
99,12.13359785079956
98,12.133678197860718
97,12.133739233016968
96,202.08452129364014
95,202.08462500572205
94,65.07141017913818
93,65.07151865959167
92,65.07162809371948
91,202.08473801612854
90,35.0308051109314
89,35.030901193618774
88,35.03099036216736
87,417.0782799720764
86,417.07838702201843
85,417.0784864425659
84,360.3373613357544
83,360.33747720718384
82,200.88521313667297
81,155.11708211898804
80,155.11718368530273
79,155.13342547416687
78,193.68358421325684
77,193.66532516479492
76,360.3376326560974
75,517.5780186653137
74,517.5781154632568
73,193.64800357818604
72,193.64808559417725
71,193.64815378189087
70,360.41736030578613
69,95.39314866065979
68,95.39324021339417
67,95.39334201812744
66,360.4174737930298
65,360.41753005981445
64,517.5783197879791
63,545.4136528968811
62,235.08758020401
61,235.0876612663269
60,235.0877330303192
59,296.3864178657532
58,46.30906581878662
57,46.30913424491882
56,46.30920052528381
55,295.87576699256897
54,296.51296496391296
53,265.1488080024719
52,265.1489143371582
51,265.1490042209625
50,95.23214364051819
49,95.23223686218262
48,95.28752565383911
47,95.45319628715515
46,330.1209719181061
45,545.4608333110809
44,454.5423963069916
43,454.5424835681915
42,454.5425441265106
41,366.42641735076904
40,366.4264860153198
39,95.24110460281372
38,95.24122714996338
37,95.2413101196289
36,239.34788751602173
35,239.3479676246643
34,239.34803557395935
33,366.4266173839569
32,454.62000036239624
31,455.0468189716339
30,205.95248556137085
29,205.95255827903748
28,205.95262336730957
27,455.0388343334198
26,417.12093806266785
25,132.44038033485413
24,132.4404981136322
23,132.44060444831848
22,416.83606243133545
21,416.83613204956055
20,416.83618998527527
19,545.4508378505707
18,578.5370948314667
17,615.8639488220215
16,381.385146856308
15,265.142560005188
14,265.1426582336426
13,265.14275193214417
12,381.3852446079254
11,330.14624404907227
10,330.14631700515747
9,330.16816449165344
8,366.4508559703827
7,366.5225911140442
6,417.00830078125
5,417.0084054470062
4,616.3747229576111
3,615.2862939834595
2,615.2863802909851
1,586.4972233772278
0,586.5257883071899
