Time Interval,Agent 27
0,0.0
1,0.0
2,0.0
3,14.21
4,14.21
5,67.99
6,68.0
7,68.0
8,68.0
9,68.0
10,68.0
11,68.0
12,53.79
13,53.79
14,53.79
15,53.79
16,53.79
17,53.79
18,109.42
19,109.42
20,109.42
21,109.42
22,109.42
23,109.42
24,109.42
25,109.42
26,109.42
27,109.42
28,97.95
29,84.73
30,84.73
31,133.82
32,130.41
33,130.41
34,130.41
35,130.41
36,123.98
37,123.98
38,123.98
39,123.98
40,123.98
41,123.99
42,123.99
43,123.99
44,123.99
45,123.99
46,123.99
47,123.99
48,123.99
49,123.99
50,123.99
51,123.99
52,123.99
53,123.99
54,123.99
55,123.99
56,123.99
57,123.99
58,123.99
59,123.99
60,123.99
61,123.99
62,124.0
63,124.0
64,124.0
65,124.0
66,124.0
67,124.0
68,124.0
69,124.0
70,124.0
71,124.0
72,124.0
73,124.0
74,107.07
75,107.07
76,107.08
77,75.13
78,75.13
79,75.13
80,62.27
81,62.27
82,50.0
83,50.0
84,35.28
85,35.28
86,19.26
87,19.26
88,19.26
89,19.26
90,19.26
91,19.26
92,19.26
93,19.26
94,19.26
95,19.26
96,19.26
97,19.26
98,19.26
99,19.26
100,19.26
101,19.26
102,19.26
103,19.26
104,19.26
105,19.26
106,19.26
107,19.26
108,19.26
109,19.26
110,19.26
111,19.26
112,19.26
113,19.26
114,19.26
115,19.26
116,19.26
117,19.26
118,19.26
119,19.26
120,19.26
121,19.26
122,19.26
123,19.26
124,19.26
125,19.26
126,19.26
127,19.26
128,19.26
129,19.26
130,19.26
131,19.26
132,19.26
133,19.26
134,19.26
135,19.26
136,19.26
137,19.26
138,19.26
139,19.26
140,19.26
141,19.26
142,19.26
143,19.26
144,19.26
145,19.26
146,19.26
147,19.26
148,19.26
149,19.26
150,19.26
151,19.26
152,19.26
153,19.26
154,19.26
155,19.26
156,19.26
157,19.26
158,19.26
159,19.26
160,19.26
161,19.26
162,19.27
