time_on_queue
10
10
10
17
17
17
60
60
35
35
35
35
35
60
26
26
26
74
59
59
59
74
74
75
60
60
60
28
28
28
22
29
75
38
38
38
39
39
39
39
40
31
31
31
40
40
40
49
49
49
75
51
71
43
43
43
71
71
43
43
43
45
45
45
82
78
71
71
71
52
52
52
52
52
52
71
72
72
64
64
54
55
64
73
73
78
66
66
66
66
66
66
66
66
58
59
66
68
68
78
