Time Interval,Agent 2,Agent 0,Agent 1
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,52.97047298037926,0.0,0.0
4,52.97047298037926,56.414250251343006,67.90719791251816
5,116.18145843609558,67.90719791251816,67.90719791251816
6,100.40614672393949,121.2844555131644,121.2844555131644
7,153.57817775128794,109.7915078519893,109.7915078519893
8,136.78376973035185,145.66656504532745,145.66656504532745
9,172.74794920804558,171.12195773820682,141.29227193818954
10,158.08995481886438,151.71484424660386,177.94191962516956
11,158.08995481886438,195.42799338370733,158.42022191589413
12,177.20487898032442,190.22935403194825,158.42022191589413
13,177.20487898032442,159.48384427034335,203.02735836924896
14,165.09998355804012,232.64024077122687,199.89527327720012
15,219.91552651951113,229.58453409347723,176.15492765151993
16,215.95461916310424,229.58453409347723,248.79699920305558
17,255.4863326208484,229.58453409347723,242.2112023503475
18,285.0036802586868,220.36691258473692,180.01782513707846
19,285.0036802586868,273.05566468369005,228.8389829548683
20,285.0036802586868,273.05566468369005,277.45292126319504
21,284.23728488435825,293.8462226386205,277.7586873175454
22,284.23728488435825,299.7903293444119,277.7586873175454
23,293.85639420968977,299.7903293444119,298.64672974045874
24,272.1927472117177,299.7903293444119,281.8502264572517
25,288.15472363805765,299.7903293444119,281.53204591330524
26,274.93391753672034,299.7903293444119,296.79684880004544
27,247.3152367299682,294.56411414131105,291.5706335969446
28,275.3789962526033,263.1012307730412,291.5706335969446
29,256.4337789789543,281.31281538717195,291.5706335969446
30,286.0392890907596,281.31281538717195,259.5086203327352
31,286.0392890907596,285.7406667666811,293.8032077183882
32,246.91969900937193,281.12334798154694,289.18588893325403
33,290.2864018140962,281.12334798154694,272.22629102380404
34,290.2864018140962,284.01599010808496,283.9912396534993
35,290.2864018140962,284.01599010808496,271.4052429454907
36,290.2864018140962,284.01599010808496,292.07108722706107
37,278.521131686397,287.620459692259,275.8978480572648
38,287.25007912693195,299.7888530689559,275.8978480572648
39,287.25007912693195,276.80629815550947,275.8978480572648
40,261.3421193343747,276.80629815550947,275.8978480572648
41,279.3457377644415,276.80629815550947,277.780913125689
42,279.3457377644415,276.80629815550947,277.780913125689
43,279.3457377644415,276.80629815550947,277.780913125689
44,279.3457377644415,276.80629815550947,277.780913125689
45,279.3457377644415,272.34969659506163,294.7562059206996
46,282.56401591444694,271.589769947114,294.7562059206996
47,282.56401591444694,299.4432295805813,294.7562059206996
48,282.56401591444694,299.4432295805813,294.7562059206996
49,282.56401591444694,299.4432295805813,294.7562059206996
50,282.56401591444694,299.4432295805813,294.7562059206996
51,282.56401591444694,299.4432295805813,264.98825564560855
52,258.7568785624246,267.22913620490425,264.98825564560855
53,258.7568785624246,267.22913620490425,239.87399647695548
54,258.7568785624246,267.22913620490425,211.58049417066746
55,258.7568785624246,267.22913620490425,211.58049417066746
56,239.19731310972267,267.22913620490425,211.58049417066746
57,239.19731310972267,267.22913620490425,211.58049417066746
58,239.19731310972267,236.2030500499772,211.58049417066746
59,239.19731310972267,236.2030500499772,211.58049417066746
60,239.19731310972267,214.69722693084185,190.0746710515321
61,239.19731310972267,183.5142979510241,158.89174207171436
62,211.27132179655814,183.5142979510241,158.89174207171436
63,211.27132179655814,183.5142979510241,158.89174207171436
64,211.27132179655814,183.5142979510241,158.89174207171436
65,211.27132179655814,146.59785356362875,143.22991485190198
66,211.27132179655814,146.59785356362875,143.22991485190198
67,211.27132179655814,146.59785356362875,110.00466433591065
68,182.6458066151485,146.59785356362875,110.00466433591065
69,182.6458066151485,128.38626894949803,110.00466433591065
70,182.6458066151485,128.38626894949803,110.00466433591065
71,182.6458066151485,110.497150964445,83.3146668581253
72,150.85929775704267,110.497150964445,83.3146668581253
73,150.85929775704267,110.497150964445,83.3146668581253
74,150.85929775704267,110.497150964445,55.65940847767506
75,150.85929775704267,110.497150964445,55.65940847767506
76,150.85929775704267,110.497150964445,24.212442179964768
77,150.85929775704267,56.55949923840773,0.0
78,120.1808350117834,56.55949923840773,0.0
79,120.1808350117834,28.706039604940454,0.0
80,90.73281284254084,28.706039604940454,0.0
81,90.73281284254084,28.706039604940454,0.0
82,57.3039995067412,28.706039604940454,0.0
83,28.70475686451825,28.706039604940454,0.0
84,28.70475686451825,28.706039604940454,0.0
85,28.70475686451825,28.706039604940454,0.0
86,28.70475686451825,28.706039604940454,0.0
87,28.70475686451825,28.706039604940454,0.0
88,28.70475686451825,28.706039604940454,0.0
89,0.0,0.0,0.0
90,0.0,0.0,0.0
91,0.0,0.0,0.0
92,0.0,0.0,0.0
93,0.0,0.0,0.0
94,0.0,0.0,0.0
95,0.0,0.0,0.0
96,0.0,0.0,0.0
97,0.0,0.0,0.0
98,0.0,0.0,0.0
99,0.0,0.0,0.0
100,0.0,0.0,0.0
101,0.0,0.0,0.0
102,0.0,0.0,0.0
103,0.0,0.0,0.0
104,0.0,0.0,0.0
105,0.0,0.0,0.0
106,0.0,0.0,0.0
107,0.0,0.0,0.0
108,0.0,0.0,0.0
109,0.0,0.0,0.0
110,0.0,0.0,0.0
111,0.0,0.0,0.0
112,0.0,0.0,0.0
113,0.0,0.0,0.0
114,0.0,0.0,0.0
115,0.0,0.0,0.0
116,0.0,0.0,0.0
117,0.0,0.0,0.0
118,0.0,0.0,0.0
