Time Interval,Agent 6
0,0.0
1,0.0
2,91.61
3,91.62
4,91.62
5,91.63
6,91.63
7,91.63
8,91.63
9,91.64
10,91.64
11,91.64
12,91.64
13,91.64
14,186.59
15,186.59
16,180.87
17,180.87
18,109.16
19,109.16
20,109.16
21,109.17
22,109.17
23,109.17
24,109.17
25,109.17
26,109.17
27,109.17
28,109.17
29,109.17
30,109.17
31,109.18
32,226.31
33,226.31
34,226.31
35,226.31
36,226.31
37,226.31
38,226.31
39,226.31
40,226.31
41,226.31
42,226.31
43,226.31
44,226.31
45,226.31
46,226.33
47,226.33
48,226.33
49,226.33
50,226.33
51,226.33
52,226.33
53,226.33
54,226.33
55,226.33
56,226.33
57,226.33
58,226.33
59,226.33
60,226.33
61,226.33
62,226.33
63,226.35
64,226.35
65,226.35
66,226.35
67,226.35
68,226.35
69,226.35
70,226.35
71,226.35
72,226.35
73,192.36
74,192.36
75,192.36
76,192.36
77,192.36
78,192.36
79,192.36
80,192.36
81,177.7
82,177.71
83,169.97
84,154.78
85,154.78
86,154.78
87,154.78
88,154.78
89,141.09
90,141.09
91,135.89
92,135.89
93,135.9
94,125.59
95,119.49
96,92.27
97,92.27
98,83.2
99,44.84
100,25.52
101,25.52
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
