Time Interval,Agent 13
0,0.0
1,0.0
2,91.61
3,91.62
4,91.62
5,91.63
6,91.63
7,91.63
8,91.63
9,91.64
10,91.64
11,91.64
12,91.64
13,91.64
14,93.37
15,93.37
16,87.65
17,87.65
18,150.88
19,138.26
20,138.26
21,138.27
22,138.27
23,138.27
24,138.27
25,138.27
26,138.27
27,138.27
28,138.27
29,138.27
30,138.27
31,138.28
32,138.28
33,138.28
34,138.28
35,138.28
36,138.28
37,138.28
38,138.28
39,138.28
40,138.28
41,138.28
42,138.28
43,138.28
44,138.28
45,138.28
46,138.29
47,138.29
48,138.29
49,138.29
50,138.29
51,138.29
52,138.29
53,138.29
54,138.29
55,138.29
56,138.29
57,138.29
58,138.29
59,138.29
60,138.29
61,138.29
62,138.29
63,138.3
64,138.3
65,138.3
66,138.3
67,138.3
68,138.3
69,138.3
70,138.3
71,138.3
72,138.3
73,104.32
74,104.32
75,104.32
76,104.32
77,104.32
78,104.32
79,104.32
80,104.32
81,89.65
82,77.84
83,77.84
84,51.41
85,51.41
86,51.41
87,51.41
88,51.41
89,51.41
90,27.33
91,27.33
92,27.33
93,5.22
94,5.22
95,5.22
96,5.22
97,5.22
98,5.22
99,5.22
100,5.22
101,5.22
102,5.22
103,5.22
104,5.22
105,5.22
106,5.22
107,5.22
108,5.22
109,5.22
110,5.22
111,5.22
112,5.22
113,5.22
114,5.22
115,5.22
116,5.22
117,5.22
118,5.22
