Time Interval,Agent 8
0,0.0
1,0.0
2,0.0
3,19.47
4,67.0
5,67.01
6,67.01
7,67.01
8,67.01
9,67.01
10,67.02
11,67.02
12,176.17
13,176.19
14,176.19
15,176.19
16,176.19
17,176.19
18,176.19
19,176.19
20,176.19
21,176.19
22,176.2
23,176.2
24,176.2
25,160.13
26,160.13
27,160.13
28,160.13
29,160.13
30,156.73
31,156.74
32,156.74
33,156.74
34,156.74
35,156.74
36,156.74
37,156.74
38,156.74
39,156.74
40,156.74
41,156.74
42,156.74
43,150.3
44,150.3
45,150.3
46,150.3
47,150.32
48,150.32
49,150.32
50,150.32
51,150.32
52,150.32
53,147.1
54,147.1
55,147.1
56,147.1
57,109.19
58,109.19
59,109.19
60,109.19
61,109.19
62,109.19
63,109.19
64,109.2
65,109.2
66,109.2
67,109.2
68,109.2
69,109.2
70,109.2
71,109.2
72,109.2
73,75.21
74,75.21
75,75.21
76,75.21
77,75.21
78,75.21
79,75.21
80,75.21
81,60.55
82,60.56
83,52.82
84,37.63
85,37.63
86,37.63
87,37.63
88,37.63
89,37.63
90,37.63
91,22.12
92,22.12
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
