Time Interval,Agent 30
0,0.0
1,0.0
2,23.45
3,23.46
4,23.46
5,57.37
6,57.37
7,57.37
8,57.37
9,57.37
10,57.38
11,165.73
12,165.73
13,165.74
14,165.74
15,165.74
16,165.74
17,165.74
18,165.74
19,165.74
20,165.74
21,165.74
22,165.75
23,165.75
24,152.53
25,152.53
26,152.53
27,142.29
28,142.29
29,142.29
30,142.29
31,142.3
32,142.3
33,142.3
34,142.3
35,142.3
36,142.3
37,142.3
38,142.3
39,142.3
40,142.3
41,142.3
42,142.3
43,142.3
44,134.09
45,126.51
46,122.09
47,122.09
48,122.09
49,122.09
50,122.09
51,122.09
52,118.88
53,118.88
54,118.88
55,118.88
56,118.88
57,118.88
58,118.88
59,118.88
60,108.37
61,105.51
62,90.46
63,90.46
64,90.46
65,90.46
66,90.46
67,90.46
68,90.46
69,90.46
70,90.46
71,90.46
72,90.46
73,90.46
74,90.46
75,90.46
76,90.46
77,82.81
78,82.81
79,82.81
80,82.81
81,70.26
82,70.26
83,62.53
84,62.53
85,38.71
86,38.71
87,29.26
88,29.26
89,29.26
90,29.26
91,29.26
92,29.26
93,29.26
94,29.26
95,29.26
96,12.62
97,12.62
98,12.62
99,12.62
100,12.62
101,12.62
102,12.62
103,12.62
104,12.62
105,12.62
106,12.62
107,12.62
108,12.62
109,12.62
110,12.62
111,12.62
112,12.62
113,12.62
114,12.62
115,12.62
116,12.62
117,12.62
118,12.62
