Time Interval,Agent 16
0,0.0
1,0.0
2,91.61
3,91.62
4,91.62
5,91.63
6,91.63
7,91.63
8,91.63
9,91.64
10,91.64
11,91.64
12,91.64
13,91.64
14,169.01
15,169.01
16,163.29
17,163.29
18,103.06
19,103.06
20,103.06
21,103.06
22,103.06
23,103.06
24,103.06
25,229.49
26,229.49
27,229.49
28,229.49
29,229.49
30,229.49
31,229.51
32,229.51
33,229.51
34,229.51
35,229.51
36,229.51
37,229.51
38,229.51
39,229.51
40,229.51
41,229.51
42,229.51
43,229.51
44,229.51
45,229.51
46,229.52
47,229.52
48,229.52
49,229.52
50,229.52
51,229.52
52,229.52
53,229.52
54,229.52
55,229.52
56,229.52
57,229.52
58,229.52
59,229.52
60,229.52
61,226.66
62,226.66
63,226.67
64,226.67
65,226.67
66,226.67
67,226.67
68,226.67
69,226.67
70,226.67
71,226.67
72,226.67
73,215.51
74,215.51
75,215.51
76,215.51
77,207.86
78,207.86
79,207.86
80,207.86
81,195.3
82,195.31
83,187.58
84,187.58
85,175.48
86,175.48
87,175.48
88,175.48
89,175.48
90,155.72
91,155.72
92,155.72
93,155.72
94,155.72
95,139.08
96,139.08
97,139.08
98,139.08
99,116.83
100,93.03
101,82.44
102,39.1
103,39.1
104,12.62
105,12.62
106,12.62
107,12.62
108,12.62
109,12.62
110,12.62
111,12.62
112,12.62
113,12.62
114,12.62
115,12.62
116,12.62
117,12.62
118,12.62
