job_id,wait_time
99,10.244984865188599
98,12.642075300216675
97,12.65787935256958
96,27.200282096862793
95,36.28762602806091
94,36.29475259780884
93,70.1600832939148
92,36.321905851364136
91,70.16662621498108
90,103.8442599773407
89,18.344208240509033
88,22.65772247314453
87,18.34590458869934
86,138.9876618385315
85,139.00355124473572
84,71.99987983703613
83,72.01369428634644
82,58.79498362541199
81,72.03342032432556
80,138.94338655471802
79,196.77009272575378
78,110.16789555549622
77,110.17102241516113
76,235.09256792068481
75,28.16054916381836
74,109.94620490074158
73,28.16210436820984
72,28.181745290756226
71,110.23246645927429
70,235.09835815429688
69,73.23817610740662
68,79.74795389175415
67,235.06994366645813
66,110.15776991844177
65,110.26723170280457
64,252.68154644966125
63,234.46811819076538
62,231.53346228599548
61,197.453510761261
60,234.49594688415527
59,196.78627038002014
58,45.16519546508789
57,196.82649040222168
56,233.86496210098267
55,253.45966219902039
54,80.04425096511841
53,80.05718970298767
52,197.43220043182373
51,144.95588564872742
50,197.4678065776825
49,165.81131434440613
48,45.183361530303955
47,59.94178652763367
46,242.82792282104492
45,145.0698471069336
44,165.68506360054016
43,138.86198663711548
42,196.8628215789795
41,244.23962807655334
40,45.19690489768982
39,45.22931122779846
38,49.16597533226013
37,57.746020793914795
36,66.66760396957397
35,126.67058324813843
34,165.77308750152588
33,165.78485655784607
32,89.08499956130981
31,197.5101728439331
30,85.16109895706177
29,196.81392168998718
28,176.90647101402283
27,230.87478637695312
26,110.1059045791626
25,138.87608909606934
24,138.91208124160767
23,138.91504454612732
22,110.09860515594482
21,165.76200246810913
20,90.05421495437622
19,165.7009575366974
18,165.78696036338806
17,89.95165801048279
16,165.72256064414978
15,110.10713648796082
14,110.12256073951721
13,90.0693690776825
12,90.07096695899963
11,196.82342076301575
10,90.07349920272827
9,196.82857537269592
8,195.72061443328857
7,138.97732758522034
6,165.73261713981628
5,67.33132934570312
4,165.73731112480164
3,67.31824374198914
2,204.58392071723938
1,272.69434428215027
0,271.6851170063019
