Time Interval,Agent 12
0,0.0
1,0.0
2,29.56
3,29.56
4,29.56
5,29.56
6,29.56
7,29.56
8,29.56
9,29.57
10,37.94
11,28.74
12,28.75
13,28.75
14,42.89
15,42.89
16,42.9
17,42.9
18,42.9
19,42.91
20,42.91
21,42.91
22,42.91
23,42.91
24,42.91
25,42.91
26,42.92
27,42.92
28,42.92
29,42.92
30,42.92
31,42.92
32,42.92
33,42.92
34,42.92
35,42.92
36,42.92
37,42.92
38,42.92
39,42.92
40,42.92
41,42.93
42,42.93
43,42.93
44,42.93
45,42.93
46,42.93
47,42.93
48,42.93
49,75.29
50,75.29
51,64.7
52,64.7
53,60.19
54,60.19
55,60.2
56,60.2
57,60.2
58,60.2
59,60.2
60,46.52
61,46.52
62,35.28
63,35.28
64,35.28
65,35.29
66,35.29
67,35.29
68,35.29
69,35.29
70,35.29
71,35.29
72,35.29
73,35.29
74,35.29
75,35.29
76,35.29
77,35.29
78,32.37
79,32.37
80,32.37
81,32.37
82,32.37
83,32.37
84,32.37
85,32.37
86,32.37
87,32.37
88,32.37
89,32.37
90,32.37
91,32.37
92,32.37
93,24.99
94,24.99
95,24.99
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
