Time Interval,Agent 4
0,0.0
1,0.0
2,0.0
3,6.44
4,9.69
5,9.69
6,9.69
7,9.69
8,38.43
9,38.43
10,38.43
11,38.43
12,38.44
13,38.44
14,38.44
15,38.44
16,38.44
17,38.44
18,32.0
19,61.18
20,61.18
21,61.18
22,61.18
23,61.18
24,61.19
25,61.19
26,61.19
27,61.19
28,61.19
29,57.94
30,57.94
31,57.95
32,57.95
33,57.95
34,57.95
35,57.95
36,57.95
37,57.95
38,57.95
39,57.95
40,57.95
41,57.95
42,57.95
43,57.96
44,57.96
45,57.96
46,57.96
47,57.96
48,57.96
49,57.96
50,57.96
51,47.37
52,47.37
53,42.86
54,68.43
55,68.43
56,68.43
57,68.43
58,68.43
59,68.43
60,68.43
61,54.76
62,54.76
63,54.76
64,54.76
65,54.76
66,54.76
67,54.76
68,54.76
69,54.76
70,54.76
71,54.76
72,54.76
73,54.76
74,54.76
75,54.77
76,54.77
77,54.77
78,54.77
79,54.77
80,54.77
81,54.77
82,54.77
83,54.77
84,54.77
85,54.77
86,54.77
87,54.77
88,54.77
89,54.77
90,54.77
91,46.69
92,46.69
93,46.69
94,26.31
95,26.31
96,12.19
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
