Time Interval,Agent 33
0,0.0
1,0.0
2,34.01
3,34.01
4,34.01
5,34.01
6,28.25
7,28.25
8,28.25
9,28.25
10,32.29
11,32.29
12,32.29
13,32.29
14,32.29
15,32.29
16,32.29
17,32.29
18,32.29
19,32.3
20,32.3
21,32.3
22,74.92
23,74.92
24,74.92
25,74.92
26,74.93
27,74.93
28,74.93
29,74.93
30,74.93
31,74.93
32,74.93
33,74.93
34,74.93
35,74.93
36,74.93
37,74.93
38,74.93
39,74.93
40,74.93
41,74.94
42,74.94
43,74.94
44,74.94
45,74.94
46,74.94
47,74.94
48,74.94
49,74.94
50,74.94
51,63.51
52,63.51
53,63.51
54,63.51
55,48.81
56,48.81
57,48.81
58,48.81
59,42.63
60,42.63
61,42.63
62,42.63
63,42.63
64,42.63
65,42.63
66,42.63
67,42.63
68,42.63
69,42.63
70,42.63
71,42.63
72,42.63
73,42.63
74,42.63
75,42.64
76,42.64
77,42.64
78,42.64
79,42.64
80,42.64
81,42.64
82,42.64
83,42.64
84,42.64
85,42.64
86,42.64
87,42.64
88,42.64
89,42.64
90,42.64
91,42.64
92,30.03
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
