job_id,created_at,selection_started_at,selected_by_agent_at,scheduled_at,completed_at,exit_status,leader_id
24,1758857179.983863,1758857181.3442402,1758857181.885867,0,1758857194.695416,0,11
37,1758857181.001015,1758857181.807761,1758857182.36388,0,1758857225.3219688,0,8
25,1758857179.9838898,1758857181.344222,1758857181.8790421,0,1758857182.092893,0,11
9,1758857177.917892,1758857180.190359,1758857180.2328022,0,1758857180.5731359,0,8
3,1758857177.9174871,1758857180.190345,1758857180.2285628,0,1758857180.570457,0,8
19,1758857178.9535282,1758857180.215038,1758857180.764738,0,1758857181.091402,0,8
40,1758857181.0011241,1758857181.8318698,1758857182.380429,0,1758857183.631569,0,8
1,1758857177.9173272,1758857180.190368,1758857180.2352378,0,1758857180.575846,0,8
20,1758857178.9535842,1758857180.215009,1758857180.756604,0,1758857181.082498,0,8
98,1758857187.190475,1758857188.803309,1758857188.850084,0,1758857189.190272,0,8
26,1758857179.983916,1758857181.344202,1758857181.8722508,0,1758857182.082439,0,11
77,1758857185.148291,1758857186.4373791,1758857187.0002491,0,1758857187.166144,0,8
83,1758857186.1738298,1758857187.4863172,1758857188.031445,0,1758857188.162827,0,23
16,1758857178.953131,1758857180.215002,1758857180.754656,0,1758857181.07921,0,8
34,1758857181.000936,1758857181.807751,1758857182.3600519,0,1758857182.606435,0,8
54,1758857183.059104,1758857184.291517,1758857184.842885,0,1758857185.121408,0,4
89,1758857186.173957,1758857187.135267,1758857187.7041101,0,1758857188.131969,0,2
10,1758857177.91792,1758857180.315378,1758857180.861366,0,1758857181.098967,0,4
18,1758857178.9533849,1758857180.215034,1758857180.763479,0,1758857181.598658,0,8
58,1758857183.059207,1758857184.1774662,1758857184.755042,0,1758857185.147156,0,8
30,1758857179.984016,1758857181.344231,1758857181.882257,0,1758857182.097876,0,11
63,1758857184.096276,1758857185.2962701,1758857185.831619,0,1758857187.652103,0,11
33,1758857181.000903,1758857181.807777,1758857182.372263,0,1758857182.6181629,0,8
29,1758857179.983989,1758857181.344213,1758857181.875705,0,1758857182.086659,0,11
8,1758857177.9178581,1758857180.1903381,1758857180.2267652,0,1758857180.5687292,0,8
88,1758857186.173938,1758857187.135274,1758857187.7058969,0,1758857194.152498,0,2
48,1758857182.019255,1758857183.609348,1758857184.284163,0,1758857185.619318,0,15
4,1758857177.917563,1758857180.19035,1758857180.2299678,0,1758857180.5718231,0,8
38,1758857181.001059,1758857182.851508,1758857183.424544,0,1758857183.571434,0,13
22,1758857179.983814,1758857181.344227,1758857181.880578,0,1758857182.095254,0,11
45,1758857182.0191228,1758857183.576097,1758857184.181906,0,1758857194.697346,0,11
61,1758857184.0962062,1758857185.296298,1758857185.840396,0,1758857187.659067,0,11
15,1758857178.953079,1758857180.215025,1758857180.760695,0,1758857197.226877,0,8
13,1758857178.952864,1758857180.215029,1758857180.762051,0,1758857181.088851,0,8
95,1758857187.1904151,1758857188.8033128,1758857188.863373,0,1758857189.1922371,0,8
65,1758857184.096322,1758857185.213105,1758857185.777956,0,1758857186.132164,0,24
12,1758857178.952652,1758857180.21502,1758857180.759319,0,1758857224.8202581,0,8
72,1758857185.14816,1758857186.437373,1758857186.997004,0,1758857187.1631181,0,8
36,1758857181.00099,1758857181.807766,1758857182.3672168,0,1758857182.610145,0,8
100,1758857187.190521,1758857188.3168378,1758857188.878378,0,1758857189.144442,0,15
73,1758857185.1481888,1758857186.302203,1758857186.892274,0,1758857187.079874,0,1
78,1758857185.148312,1758857186.962305,1758857187.083374,0,1758857187.1366038,0,26
28,1758857179.983962,1758857181.344217,1758857181.877215,0,1758857182.08987,0,11
79,1758857185.1483362,1758857186.546583,1758857187.0866392,0,1758857188.13748,0,4
31,1758857181.000764,1758857181.80777,1758857182.369656,0,1758857182.6149719,0,8
70,1758857184.096441,1758857185.213109,1758857185.780604,0,1758857186.134387,0,24
62,1758857184.09625,1758857185.296282,1758857185.834988,0,1758857186.142609,0,11
11,1758857178.9524941,1758857180.816886,1758857181.342786,0,1758857181.582577,0,2
21,1758857179.9837718,1758857181.3442078,1758857181.874154,0,1758857194.187778,0,11
74,1758857185.1482182,1758857186.962293,1758857187.076194,0,1758857187.133333,0,26
85,1758857186.173874,1758857187.55687,1758857188.1809332,0,1758857188.66769,0,11
69,1758857184.096422,1758857185.2130969,1758857185.775698,0,1758857186.129684,0,24
6,1758857177.917773,1758857180.1903539,1758857180.2313778,0,1758857205.253879,0,8
94,1758857187.190393,1758857188.316826,1758857188.8683462,0,1758857189.1398048,0,15
17,1758857178.953248,1758857180.816891,1758857181.344809,0,1758857182.0880089,0,2
68,1758857184.096402,1758857185.296277,1758857185.833205,0,1758857186.140396,0,11
92,1758857187.190325,1758857188.316843,1758857188.881662,0,1758857189.146174,0,15
43,1758857182.019021,1758857183.5760891,1758857184.1783118,0,1758857184.629324,0,11
47,1758857182.019211,1758857183.609343,1758857184.281915,0,1758857185.115152,0,15
39,1758857181.0010939,1758857181.82096,1758857182.3757708,0,1758857182.62172,0,8
93,1758857187.19036,1758857188.815491,1758857189.337599,0,1758857189.6675,0,4
27,1758857179.983937,1758857181.3442361,1758857181.8840919,0,1758857182.100157,0,11
60,1758857183.0592482,1758857184.503725,1758857185.075115,0,1758857185.5375621,0,3
14,1758857178.9530098,1758857180.215015,1758857180.7579122,0,1758857181.085305,0,8
82,1758857186.1738071,1758857187.556866,1758857188.1783319,0,1758857189.170774,0,11
96,1758857187.1904361,1758857188.803293,1758857188.836782,0,1758857189.1862059,0,8
7,1758857177.917821,1758857180.190372,1758857180.236487,0,1758857180.577306,0,8
