job_id,scheduling_latency
99,12.24423861503601
98,12.244493246078491
97,12.244715452194214
96,83.09167528152466
95,83.0918562412262
94,83.09202599525452
93,130.74146962165833
92,50.2670419216156
91,50.26728534698486
90,50.26755452156067
89,85.00382471084595
88,26.945857048034668
87,26.946062088012695
86,26.946245670318604
85,85.00406122207642
84,52.649428606033325
83,52.64966630935669
82,52.649901390075684
81,85.00438165664673
80,130.74192261695862
79,15.254257202148438
78,21.090075492858887
77,21.090341091156006
76,21.090609550476074
75,38.52565288543701
74,38.52594327926636
73,38.52621841430664
72,121.45192265510559
71,38.552592754364014
70,38.552857398986816
69,38.55306673049927
68,121.45224261283875
67,113.36065125465393
66,113.36090636253357
65,96.80126452445984
64,30.952348232269287
63,30.952618837356567
62,33.96014618873596
61,33.96039319038391
60,33.96057939529419
59,68.75960516929626
58,68.76004695892334
57,71.244708776474
56,73.74513697624207
55,96.80160689353943
54,96.80179834365845
53,113.3612949848175
52,121.45276546478271
51,130.74243211746216
50,138.7259726524353
49,136.93036603927612
48,129.07240533828735
47,126.8436906337738
46,44.945815086364746
45,44.94611215591431
44,44.946404695510864
43,44.194007396698
42,44.19423460960388
41,126.84399604797363
40,98.90066599845886
39,98.9009952545166
38,98.90127635002136
37,56.10559391975403
36,56.10578155517578
35,56.10600280761719
34,77.0615017414093
33,77.0617527961731
32,77.06193995475769
31,126.84435415267944
30,100.78728723526001
29,100.78753018379211
28,100.78776955604553
27,129.0728302001953
26,117.42774391174316
25,117.4280309677124
24,117.42830157279968
23,123.5551335811615
22,123.55536389350891
21,61.070494413375854
20,61.07068634033203
19,61.070924282073975
18,80.22230267524719
17,80.22254371643066
16,80.22281646728516
15,123.55562806129456
14,108.7558000087738
13,103.69280886650085
12,64.90249037742615
11,64.90273356437683
10,64.90291857719421
9,103.69308614730835
8,91.33088517189026
7,91.33114194869995
6,91.3313856124878
5,92.33186745643616
4,103.69338846206665
3,108.75614595413208
2,108.75631618499756
1,129.07336688041687
0,136.93112444877625
