job_id,scheduling_latency
99,13.56034517288208
98,74.98337602615356
97,83.56411457061768
96,565.2415158748627
95,675.0278165340424
94,763.5250842571259
93,909.8647272586823
92,910.1270499229431
91,800.6238906383514
90,804.6816663742065
89,1054.591675043106
88,35.16944193840027
87,1075.1180982589722
86,1075.13112616539
85,415.58789324760437
84,1105.137491941452
83,1105.6388955116272
82,683.7426927089691
81,685.0696039199829
80,566.8552329540253
79,417.03187227249146
78,315.0774281024933
77,316.5842113494873
76,920.026026725769
75,989.9479916095734
74,989.9589138031006
73,1286.2656457424164
72,1295.1890337467194
71,480.0894742012024
70,1365.080292224884
69,1425.141226530075
68,1273.1835055351257
67,173.02292370796204
66,435.15238547325134
65,1273.7014842033386
64,1090.0828123092651
63,1466.22216796875
62,980.3076038360596
61,980.3244817256927
60,120.07672357559204
59,1110.050677061081
58,50.057640075683594
57,1113.6504445075989
56,992.3056533336639
55,478.97321128845215
54,992.3094308376312
53,70.02187752723694
52,94.98330593109131
51,1045.1150653362274
50,1246.694783449173
49,1247.2148160934448
48,239.58449292182922
47,302.64952397346497
46,155.56353664398193
45,1190.1071650981903
44,249.58041095733643
43,980.2873368263245
42,279.1314296722412
41,387.7380676269531
40,1030.1108441352844
39,515.0761473178864
38,1030.139888048172
37,1031.688381910324
36,190.03407669067383
35,1034.2907416820526
34,544.8301978111267
33,194.99298739433289
32,1262.723087310791
31,438.7407429218292
30,459.93280386924744
29,860.081137418747
28,958.8008544445038
27,1263.8184971809387
26,861.6349754333496
25,869.9729497432709
24,649.2750470638275
23,1498.1751685142517
22,1497.674506187439
21,226.74275493621826
20,1365.0714192390442
19,1295.083377122879
18,680.0452375411987
17,578.1446008682251
16,680.0787124633789
15,349.9925730228424
14,1195.1755423545837
13,788.8667159080505
12,615.8251209259033
11,355.0028681755066
10,615.8434815406799
9,974.8693659305573
8,220.03203988075256
7,740.0151326656342
6,1295.0923867225647
5,793.1031622886658
4,790.1041362285614
3,580.0384674072266
2,584.834814786911
1,1194.769249200821
0,903.6458911895752
