Time Interval,Agent 30
0,0.0
1,0.0
2,14.22
3,14.22
4,14.22
5,14.22
6,14.22
7,14.22
8,14.22
9,71.5
10,71.51
11,57.29
12,57.29
13,57.29
14,57.29
15,57.29
16,57.29
17,57.29
18,57.29
19,57.3
20,57.3
21,57.3
22,57.3
23,57.3
24,57.3
25,57.3
26,57.3
27,57.3
28,57.3
29,57.3
30,57.31
31,57.31
32,57.32
33,57.32
34,57.32
35,57.32
36,57.32
37,57.32
38,57.32
39,57.32
40,57.32
41,57.33
42,57.33
43,57.33
44,57.33
45,99.53
46,99.53
47,99.53
48,99.53
49,99.53
50,99.53
51,99.53
52,99.53
53,99.53
54,84.25
55,84.25
56,71.6
57,60.38
58,60.38
59,49.98
60,49.98
61,49.98
62,49.98
63,49.98
64,49.98
65,49.98
66,49.98
67,49.98
68,49.98
69,49.98
70,49.98
71,49.98
72,49.98
73,49.98
74,49.98
75,49.98
76,49.98
77,49.98
78,49.98
79,49.98
80,49.98
81,49.99
82,49.99
83,49.99
84,49.99
85,49.99
86,49.99
87,49.99
88,49.99
89,49.99
90,49.99
91,49.99
92,49.99
93,49.99
94,49.99
95,49.99
96,49.99
97,49.99
98,49.99
99,49.99
100,49.99
101,39.39
102,34.98
103,7.78
104,7.78
105,7.78
106,7.78
107,7.78
108,7.78
109,7.78
110,7.78
111,7.78
112,7.78
113,7.78
114,7.78
115,7.78
116,7.78
117,7.78
118,7.78
119,7.78
120,7.78
121,7.78
122,7.78
123,7.78
124,7.78
125,7.78
126,7.78
127,7.78
128,7.78
