Time Interval,Agent 35
0,0.0
1,0.0
2,56.44
3,56.45
4,56.45
5,56.45
6,56.45
7,56.45
8,41.85
9,41.85
10,29.19
11,29.46
12,20.26
13,64.35
14,64.36
15,64.36
16,64.36
17,64.36
18,64.36
19,64.36
20,64.36
21,64.36
22,64.36
23,64.36
24,64.37
25,64.37
26,64.37
27,64.37
28,64.37
29,64.37
30,64.38
31,64.38
32,64.38
33,64.38
34,64.38
35,64.39
36,64.39
37,64.39
38,64.39
39,64.39
40,64.39
41,64.39
42,64.39
43,64.39
44,64.39
45,64.39
46,64.39
47,64.39
48,64.39
49,64.39
50,64.4
51,64.4
52,64.4
53,64.4
54,64.4
55,64.4
56,64.4
57,64.4
58,64.41
59,64.41
60,64.41
61,64.41
62,64.41
63,64.41
64,64.41
65,64.41
66,64.41
67,64.41
68,64.41
69,64.41
70,64.41
71,64.41
72,64.41
73,64.41
74,56.32
75,44.14
76,44.14
77,44.14
78,44.14
79,18.55
80,6.59
81,6.59
82,6.59
83,6.59
84,6.59
85,6.59
86,6.59
87,6.59
88,6.59
89,6.59
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
