Time Interval,Agent 23
0,0.0
1,0.0
2,0.0
3,14.22
4,14.22
5,14.22
6,14.22
7,14.22
8,14.22
9,63.08
10,63.08
11,48.86
12,48.86
13,48.86
14,48.86
15,48.86
16,48.86
17,48.86
18,48.86
19,48.86
20,48.86
21,48.86
22,48.86
23,48.86
24,48.87
25,48.87
26,48.87
27,48.87
28,48.87
29,48.87
30,48.87
31,108.56
32,108.57
33,108.57
34,108.57
35,108.57
36,108.57
37,108.57
38,108.57
39,108.57
40,108.57
41,108.58
42,108.58
43,108.58
44,105.67
45,105.67
46,105.67
47,105.67
48,105.67
49,105.67
50,105.67
51,105.67
52,96.19
53,96.19
54,79.54
55,79.54
56,79.54
57,79.54
58,79.54
59,79.55
60,79.55
61,67.44
62,67.44
63,67.44
64,67.44
65,67.44
66,67.44
67,59.71
68,59.71
69,59.71
70,59.71
71,59.71
72,59.71
73,59.71
74,59.71
75,59.71
76,59.71
77,59.71
78,59.71
79,59.71
80,59.71
81,59.71
82,59.71
83,59.71
84,59.71
85,59.71
86,59.71
87,59.71
88,59.71
89,59.71
90,51.9
91,37.52
92,37.52
93,37.52
94,37.52
95,37.53
96,37.53
97,37.53
98,37.53
99,37.53
100,37.53
101,26.93
102,17.81
103,17.81
104,17.81
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
