Time Interval,Agent 37
0,0.0
1,0.0
2,10.26
3,10.26
4,10.26
5,10.26
6,10.26
7,51.45
8,51.45
9,51.45
10,51.45
11,51.45
12,51.45
13,51.45
14,51.46
15,51.46
16,41.2
17,41.2
18,41.2
19,41.2
20,41.2
21,41.2
22,82.65
23,82.65
24,82.66
25,82.66
26,82.66
27,82.66
28,82.66
29,82.66
30,82.67
31,82.67
32,82.67
33,82.67
34,82.67
35,82.68
36,82.68
37,82.68
38,82.68
39,82.68
40,82.68
41,82.68
42,82.68
43,82.68
44,82.68
45,82.68
46,82.68
47,82.68
48,82.68
49,82.68
50,82.69
51,82.69
52,82.69
53,82.69
54,67.36
55,67.36
56,67.36
57,67.36
58,57.22
59,57.22
60,57.22
61,57.22
62,57.22
63,57.22
64,57.22
65,57.22
66,57.22
67,57.22
68,57.22
69,57.22
70,57.22
71,57.22
72,57.22
73,57.22
74,57.22
75,57.22
76,57.22
77,57.22
78,57.22
79,57.22
80,57.22
81,57.23
82,57.23
83,57.23
84,57.23
85,57.23
86,57.23
87,57.23
88,57.23
89,57.23
90,57.23
91,57.23
92,57.23
93,57.23
94,57.23
95,57.23
96,37.73
97,11.77
98,11.77
99,11.77
100,11.77
101,11.77
102,11.77
103,11.77
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
