time_on_queue
10
10
10
20
20
20
61
61
61
87
61
61
61
87
30
30
30
87
30
16
16
30
30
117
117
117
119
119
25
24
119
119
120
92
92
37
37
37
92
37
37
37
57
57
57
57
39
57
92
39
39
92
57
57
41
41
41
41
41
57
125
120
43
43
118
117
80
80
80
109
109
109
92
92
92
112
117
99
99
68
69
70
97
97
97
100
118
86
86
86
79
79
79
92
92
94
94
85
86
