time_to_elect_leader
0
0
5
9
5
4
0
12
5
6
1
8
18
5
11
9
10
18
8
25
12
1
14
9
6
8
8
37
4
4
15
16
21
2
2
46
36
35
20
12
36
27
38
20
22
6
5
23
6
9
13
1
9
2
53
40
31
10
15
30
29
40
0
5
38
2
25
17
40
4
37
18
16
35
42
1
8
35
53
43
52
3
23
54
49
19
7
28
2
19
24
10
2
8
24
11
35
0
13
13
