Time Interval,Agent 9
0,0.0
1,0.0
2,0.0
3,38.0
4,38.0
5,38.0
6,53.66
7,52.15
8,52.15
9,52.15
10,52.15
11,52.15
12,52.15
13,52.15
14,52.16
15,52.16
16,48.98
17,81.39
18,81.39
19,81.4
20,73.25
21,73.25
22,51.22
23,46.98
24,46.98
25,46.98
26,46.98
27,46.98
28,46.98
29,46.98
30,46.98
31,82.48
32,73.05
33,73.05
34,73.05
35,73.05
36,61.65
37,61.65
38,45.73
39,45.73
40,45.73
41,45.73
42,45.73
43,45.73
44,45.73
45,45.73
46,30.89
47,30.89
48,30.89
49,24.17
50,10.22
51,10.22
52,10.22
53,10.22
54,10.22
