Time Interval,Agent 20
0,0.0
1,0.0
2,36.3
3,36.3
4,60.95
5,48.36
6,48.36
7,48.37
8,48.37
9,48.37
10,59.72
11,43.71
12,53.74
13,53.74
14,53.75
15,53.75
16,53.75
17,53.75
18,53.75
19,53.75
20,53.75
21,53.75
22,38.06
23,38.06
24,62.5
25,62.5
26,62.5
27,62.5
28,62.5
29,62.5
30,62.5
31,47.47
32,47.47
33,50.18
34,50.18
35,82.22
36,82.22
37,82.22
38,82.22
39,82.22
40,82.22
41,82.22
42,82.22
43,82.22
44,82.22
45,82.22
46,82.22
47,71.1
48,63.12
49,63.13
50,14.85
51,0.0
52,0.0
53,0.0
54,0.0
