Time Interval,Agent 15
0,0.0
1,0.0
2,0.0
3,38.0
4,38.0
5,38.0
6,72.89
7,45.11
8,45.11
9,81.39
10,81.39
11,81.39
12,81.39
13,81.39
14,81.39
15,81.39
16,81.39
17,81.39
18,81.39
19,74.94
20,61.38
21,46.5
22,46.5
23,46.5
24,46.5
25,46.5
26,46.5
27,58.56
28,58.56
29,50.99
30,50.99
31,50.99
32,50.99
33,50.99
34,50.99
35,50.99
36,50.99
37,50.99
38,53.35
39,53.35
40,53.35
41,53.35
42,40.38
43,40.38
44,27.93
45,27.93
46,27.93
47,27.93
48,27.93
49,27.94
50,10.22
51,10.22
52,10.22
53,10.22
54,10.22
