Time Interval,Agent 0,Agent 1,Agent 4,Agent 3,Agent 2
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,9.13375922622171,0.0,0.0,0.0,19.66798360631227
4,9.13375922622171,0.0,0.0,0.0,19.66798360631227
5,9.13375922622171,21.468334377146476,0.0,0.0,19.66798360631227
6,9.13375922622171,21.468334377146476,13.001212550574728,0.0,29.664879950170537
7,9.13375922622171,21.468334377146476,13.001212550574728,26.73431156266818,29.664879950170537
8,41.79162162871235,21.468334377146476,13.001212550574728,26.73431156266818,38.84130905532988
9,32.30466208416413,21.468334377146476,50.074978907395796,26.73431156266818,38.84130905532988
10,32.30466208416413,21.468334377146476,50.074978907395796,26.73431156266818,38.84130905532988
11,32.30466208416413,37.25551485535888,50.074978907395796,26.73431156266818,38.84130905532988
12,32.30466208416413,37.25551485535888,50.074978907395796,26.73431156266818,38.84130905532988
13,32.30466208416413,37.25551485535888,50.074978907395796,45.3556285274847,40.263543017111004
14,32.30466208416413,37.25551485535888,33.60622933692456,45.3556285274847,40.25571860869907
15,64.55832808619301,37.25551485535888,33.60622933692456,45.3556285274847,40.25571860869907
16,60.65581732955539,37.25551485535888,47.43881671587056,36.38891663255111,42.299515143757475
17,60.65581732955539,37.25551485535888,47.43881671587056,36.38891663255111,42.299515143757475
18,60.65581732955539,37.25551485535888,47.43881671587056,36.38891663255111,42.299515143757475
19,60.65581732955539,63.13851993500621,47.43881671587056,54.98352536825596,42.299515143757475
20,60.65581732955539,63.13851993500621,47.43881671587056,54.98352536825596,56.24194473284313
21,50.01646683807325,52.85654454417848,47.43881671587056,54.98352536825596,56.24194473284313
22,50.01646683807325,52.85654454417848,54.1945701714752,54.98352536825596,56.24194473284313
23,50.01646683807325,52.85654454417848,66.10058913069226,60.62119849328134,56.29784761280643
24,56.65660483786337,52.85654454417848,66.10058913069226,60.62119849328134,68.63131498315374
25,56.65660483786337,52.85654454417848,66.10058913069226,60.62119849328134,68.63131498315374
26,63.02247700003498,66.40497645215942,66.10058913069226,60.62119849328134,68.63131498315374
27,62.20742164270473,76.5035714468199,53.965060923629416,60.62119849328134,68.63131498315374
28,62.20742164270473,76.5035714468199,82.70400978813814,70.93434706845831,68.63131498315374
29,62.20742164270473,75.16520695237948,82.70400978813814,78.51995223273066,68.63131498315374
