job_id,wait_time
99,11.338919162750244
98,101.82582974433899
97,167.3751335144043
96,341.9259874820709
95,341.9293837547302
94,595.6581876277924
93,201.88409161567688
92,681.9248623847961
91,681.9302504062653
90,36.021533489227295
89,1137.1833522319794
88,950.2428002357483
87,1136.9021730422974
86,1236.8424384593964
85,918.1621131896973
84,1137.173000574112
83,352.0852425098419
82,1236.860803604126
81,352.0777130126953
80,352.0888273715973
79,827.4184076786041
78,1352.064402103424
77,894.5297696590424
76,202.04325819015503
75,894.5344355106354
74,333.15498661994934
73,333.1646041870117
72,1151.9220912456512
71,1151.935034751892
70,1318.9727997779846
69,1137.3174874782562
68,201.9318027496338
67,341.97231698036194
66,953.703396320343
65,351.89456152915955
64,46.87972092628479
63,46.842095613479614
62,79.8944742679596
61,101.8747251033783
60,325.61051654815674
59,1498.590282201767
58,1076.1405358314514
57,721.9323968887329
56,636.925306558609
55,90.57362651824951
54,90.56897497177124
53,721.9511141777039
52,1137.1611771583557
51,1498.6102125644684
50,1351.9829590320587
49,351.9347219467163
48,342.02253460884094
47,743.8832266330719
46,1000.070164680481
45,1337.4450898170471
44,1111.8059787750244
43,1138.562965631485
42,1352.0426573753357
41,926.2112739086151
40,1351.9797575473785
39,950.3864662647247
38,661.2749800682068
37,406.94537138938904
36,661.2875406742096
35,661.2778038978577
34,1352.2504184246063
33,926.7926309108734
32,1671.8875958919525
31,1137.1697266101837
30,926.2904772758484
29,686.9655137062073
28,211.91418623924255
27,661.1752350330353
26,211.91161608695984
25,518.36487865448
24,1150.3298659324646
23,1392.6102905273438
22,1352.504484653473
21,177.42055702209473
20,1391.8626594543457
19,1651.618127822876
18,1676.6403014659882
17,1150.3886179924011
16,1150.3997101783752
15,1352.2377078533173
14,929.515055179596
13,950.1862816810608
12,201.98614168167114
11,1317.935523033142
10,288.44894099235535
9,1352.0117075443268
8,881.9405386447906
7,1352.0146474838257
6,230.56185340881348
5,232.37622117996216
4,686.9719429016113
3,686.9752078056335
2,595.6560397148132
1,332.41371297836304
0,332.45619893074036
