Time Interval,Agent 2
0,0.0
1,0.0
2,0.0
3,6.44
4,6.44
5,43.61
6,43.61
7,43.61
8,43.61
9,43.61
10,43.61
11,43.61
12,43.61
13,43.61
14,43.61
15,43.61
16,43.61
17,43.61
18,37.17
19,37.18
20,37.18
21,37.18
22,37.18
23,37.18
24,37.18
25,37.18
26,37.18
27,37.18
28,23.41
29,49.97
30,49.97
31,49.98
32,49.98
33,49.98
34,49.98
35,49.98
36,49.98
37,49.98
38,49.98
39,49.98
40,49.98
41,49.98
42,49.98
43,49.99
44,49.99
45,49.99
46,49.99
47,49.99
48,49.99
49,49.99
50,49.99
51,49.99
52,49.99
53,49.99
54,49.99
55,49.99
56,49.99
57,49.99
58,49.99
59,49.99
60,49.99
61,49.99
62,49.99
63,49.99
64,49.99
65,50.0
66,50.0
67,50.0
68,50.0
69,50.0
70,50.0
71,50.0
72,50.0
73,50.0
74,50.0
75,50.0
76,50.0
77,50.0
78,50.0
79,50.0
80,50.0
81,50.0
82,50.0
83,50.0
84,50.0
85,44.75
86,18.18
87,18.18
88,7.78
89,7.78
90,7.78
91,7.78
92,7.78
93,7.78
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
