time_on_queue
10
18
71
82
83
94
26
94
94
51
27
27
96
37
106
38
16
38
70
70
27
22
22
25
52
53
40
53
70
53
120
40
97
40
40
95
96
71
33
33
43
42
43
77
77
96
96
111
123
57
57
132
45
98
46
46
97
97
98
77
77
47
47
57
98
106
98
99
99
122
108
106
133
108
61
61
77
64
77
78
78
81
115
109
100
116
131
92
64
91
91
66
66
66
133
81
81
81
119
93
