Time Interval,Agent 3,Agent 2,Agent 1,Agent 4,Agent 0
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,59.185432565615486
3,53.494443304637386,0.0,0.0,0.0,26.547471327847575
4,53.494443304637386,0.0,56.4944889600307,0.0,26.547471327847575
5,53.494443304637386,56.020446560641616,56.4944889600307,0.0,26.547471327847575
6,37.50527105472895,56.020446560641616,56.4944889600307,63.180076555670965,83.14728871172254
7,37.50527105472895,56.020446560641616,56.4944889600307,57.885338646658305,70.15280472073187
8,128.14188926214737,42.36852237626444,49.85756416903564,47.25533443952272,70.15280472073187
9,119.02838637582958,118.45324314367946,49.85756416903564,70.31088811330854,56.82403747032989
10,119.02838637582958,83.36960222593237,91.55397122778164,70.31088811330854,142.71026542865945
11,119.02838637582958,83.36960222593237,91.55397122778164,70.31088811330854,142.71026542865945
12,90.63661820741842,83.36960222593237,91.55397122778164,141.2655362564447,123.10361559261491
13,90.63661820741842,131.15012316086836,91.55397122778164,141.2655362564447,123.10361559261491
14,134.73377770852827,131.15012316086836,55.84967653451483,111.47486052203426,105.5666919418315
15,134.73377770852827,97.76753001372164,118.95421939320364,87.06501294902276,105.5666919418315
16,134.73377770852827,97.76753001372164,108.69129678388363,124.71816663988102,105.5666919418315
17,134.73377770852827,118.53942515584966,104.13435922113356,98.62045495125163,105.5666919418315
18,103.10000869471108,96.67483321614995,104.13435922113356,153.99842477217493,105.5666919418315
19,103.10000869471108,142.2464800162425,86.42602176990485,153.99842477217493,112.40124437698961
20,103.10000869471108,128.8498771212454,130.32774376888972,137.10942703236134,112.40124437698961
21,172.4928286648377,128.8498771212454,160.2509363948807,137.10942703236134,160.1472122268168
22,161.49864831572773,128.8498771212454,160.2509363948807,137.10942703236134,182.9160578125548
23,161.49864831572773,167.49469676135192,156.22636597768974,168.27686923134186,182.9160578125548
24,134.7921019936517,146.7228016192239,156.22636597768974,190.65890847082133,182.9160578125548
25,193.5408870046496,190.43801783577956,183.47347508804182,190.65890847082133,182.9160578125548
26,178.7236541144678,190.43801783577956,183.47347508804182,190.65890847082133,150.91999725086694
27,178.7236541144678,190.43801783577956,183.47347508804182,190.65890847082133,186.99113010985923
28,232.6364807167759,178.69402888426546,228.57044099050643,190.65890847082133,218.84456898026198
