time_on_queue
10
10
10
17
17
17
32
32
32
61
61
61
68
76
76
47
46
46
61
61
61
76
77
77
22
22
22
77
37
22
27
27
27
37
37
37
37
37
84
84
84
49
49
49
49
49
49
89
89
53
53
53
85
41
41
42
65
65
65
54
54
54
65
65
65
53
55
55
85
78
78
78
85
89
78
67
67
57
57
58
67
78
68
68
78
80
80
89
89
90
93
85
80
80
81
85
72
72
72
73
