Time Interval,Agent 0,Agent 1,Agent 2
0,83.43346399518953,11.19737151360485,62.44639576565997
1,26.559148126297636,27.16215548922529,49.00388311987571
2,26.559148126297636,66.31632408263738,19.796658623291286
3,83.50049593832608,66.31632408263738,82.88517237662694
4,56.13235965668645,130.17599793823751,72.37780655573808
5,48.05147866770288,126.91597987608563,109.0559252142629
6,75.14494921489431,126.91597987608563,139.38397218856622
7,107.9149098461556,83.95369148488619,123.42387070637994
8,78.48742760179712,189.24413040908428,123.42387070637994
9,148.95728867666577,136.6505785016932,158.46831190394778
10,125.67289463756933,207.0727897332573,138.88084623618346
11,172.394269409242,181.2053055615434,193.8669353160238
12,163.36824760894473,183.89968647650701,204.57726523069036
13,177.90908806628013,207.7031315842541,134.2624605109603
14,198.49522349133773,160.49738111835836,98.84407543614483
15,177.36510817894055,138.78450023120945,67.86522107358155
16,150.19156550300085,131.7157162016981,44.831590116776056
17,105.93678573251947,59.28608975272758,44.831590116776056
18,82.45633856548031,,26.714012383762853
19,76.14501211127624,,26.714012383762853
20,33.982322287584665,,
21,16.67270367933198,,
22,16.67270367933198,,
23,16.67270367933198,,
24,16.67270367933198,,
25,16.67270367933198,,
26,16.67270367933198,,
27,16.67270367933198,,
28,16.67270367933198,,
29,16.67270367933198,,
30,16.67270367933198,,
