time_to_elect_leader
4
1
0
1
1
1
1
16
0
15
20
18
0
0
1
0
0
1
0
20
20
2
1
1
13
21
0
0
0
2
0
4
17
10
10
14
0
12
15
0
0
1
0
0
2
0
1
1
0
13
0
4
0
0
0
0
1
0
0
0
1
0
10
1
1
1
1
0
4
0
1
0
0
5
5
3
0
1
0
5
4
1
1
3
0
0
3
0
0
0
0
2
1
1
0
1
0
2
1
1
