job_id,scheduling_latency
93,12.633259773254395
92,12.706071615219116
91,13.801459789276123
90,13.47048830986023
81,39.71303462982178
72,40.77096891403198
65,39.786176919937134
50,54.98593711853027
49,55.02247476577759
48,55.05907225608826
43,59.339861154556274
42,59.37645506858826
41,61.36669635772705
40,61.40329456329346
37,65.45832467079163
31,71.26966309547424
30,71.34275960922241
24,83.4711766242981
23,84.72614550590515
22,84.76267337799072
21,84.79923701286316
20,84.83580088615417
