Time Interval,Agent 28
0,0.0
1,0.0
2,14.22
3,14.22
4,14.22
5,14.22
6,14.22
7,14.22
8,14.22
9,62.3
10,62.3
11,48.08
12,48.08
13,48.08
14,48.08
15,48.08
16,48.08
17,48.08
18,48.08
19,48.08
20,48.08
21,48.08
22,48.08
23,48.08
24,48.09
25,48.09
26,48.09
27,48.09
28,48.09
29,48.09
30,96.21
31,96.21
32,96.21
33,96.21
34,96.21
35,96.21
36,96.22
37,96.22
38,96.22
39,96.22
40,96.22
41,96.23
42,96.23
43,96.23
44,93.32
45,93.32
46,93.32
47,93.32
48,93.32
49,93.32
50,86.82
51,86.82
52,86.82
53,86.82
54,86.82
55,86.82
56,86.82
57,86.82
58,86.82
59,71.92
60,71.92
61,71.92
62,71.92
63,71.92
64,71.92
65,71.92
66,60.78
67,60.78
68,60.78
69,48.15
70,48.15
71,48.15
72,48.15
73,48.15
74,48.15
75,48.15
76,48.15
77,48.15
78,48.15
79,48.15
80,34.6
81,34.61
82,34.61
83,34.61
84,34.61
85,34.61
86,34.61
87,34.61
88,34.61
89,34.61
90,34.61
91,27.23
92,27.23
93,27.23
94,27.23
95,18.89
96,18.89
97,18.89
98,18.89
99,18.89
100,11.92
101,11.92
102,11.92
103,11.92
104,11.92
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
