Time Interval,Agent 25
0,0.0
1,0.0
2,55.87
3,55.87
4,55.88
5,55.88
6,55.88
7,55.88
8,55.88
9,43.22
10,43.23
11,29.57
12,20.37
13,20.37
14,68.32
15,68.32
16,68.32
17,68.32
18,68.32
19,68.32
20,68.32
21,68.32
22,68.32
23,68.32
24,68.33
25,68.33
26,68.33
27,68.33
28,68.33
29,68.33
30,68.34
31,68.34
32,68.34
33,68.34
34,68.34
35,68.35
36,68.35
37,68.35
38,68.35
39,68.35
40,68.35
41,68.36
42,68.36
43,68.36
44,68.36
45,68.36
46,68.36
47,68.36
48,68.36
49,68.36
50,68.36
51,68.36
52,68.36
53,68.36
54,68.36
55,68.36
56,61.48
57,61.48
58,61.48
59,61.48
60,61.48
61,61.48
62,61.48
63,61.48
64,61.48
65,61.48
66,61.48
67,61.48
68,61.48
69,61.48
70,61.48
71,61.48
72,61.48
73,38.58
74,38.58
75,20.38
76,20.38
77,20.38
78,20.38
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
