Time Interval,Agent 4
0,0.0
1,0.0
2,0.0
3,6.44
4,6.44
5,6.44
6,43.32
7,43.32
8,43.32
9,43.32
10,43.32
11,43.32
12,43.32
13,43.32
14,43.32
15,43.32
16,43.32
17,43.32
18,43.32
19,43.32
20,43.32
21,43.32
22,43.32
23,36.88
24,87.14
25,87.14
26,87.14
27,87.14
28,87.14
29,87.14
30,87.15
31,87.15
32,87.15
33,87.15
34,87.15
35,87.15
36,87.16
37,87.16
38,87.16
39,87.16
40,87.16
41,87.16
42,87.16
43,87.16
44,87.16
45,87.16
46,87.16
47,87.16
48,87.16
49,87.16
50,87.16
51,80.66
52,65.19
53,65.19
54,65.19
55,65.19
56,65.19
57,65.19
58,65.19
59,50.28
60,50.28
61,50.28
62,50.28
63,50.28
64,50.28
65,50.28
66,50.28
67,50.28
68,50.28
69,50.28
70,50.28
71,50.28
72,50.28
73,50.28
74,50.28
75,50.28
76,50.28
77,50.28
78,50.28
79,50.28
80,50.28
81,50.29
82,50.29
83,50.29
84,50.29
85,50.29
86,50.29
87,50.29
88,50.29
89,50.29
90,50.29
91,50.29
92,50.29
93,50.29
94,50.29
95,50.29
96,50.29
97,50.29
98,36.12
99,36.12
100,36.12
101,36.12
102,36.12
103,25.63
104,13.06
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
