Time Interval,Agent 32
0,0.0
1,0.0
2,10.26
3,10.26
4,10.26
5,10.26
6,10.26
7,37.55
8,37.56
9,37.56
10,37.56
11,37.56
12,37.56
13,37.56
14,37.56
15,37.56
16,27.3
17,99.53
18,99.53
19,99.53
20,99.53
21,99.53
22,99.53
23,99.53
24,99.54
25,99.54
26,99.54
27,99.54
28,99.54
29,99.54
30,99.54
31,99.54
32,99.55
33,99.55
34,99.55
35,99.56
36,99.56
37,99.56
38,99.56
39,99.56
40,99.56
41,99.56
42,99.56
43,99.56
44,99.56
45,99.56
46,99.56
47,96.65
48,84.88
49,84.88
50,84.88
51,84.88
52,84.88
53,84.88
54,84.88
55,84.88
56,84.88
57,84.88
58,84.89
59,84.89
60,84.89
61,84.89
62,84.89
63,84.89
64,84.89
65,84.89
66,84.89
67,84.89
68,84.89
69,72.26
70,72.26
71,72.26
72,72.26
73,72.26
74,72.26
75,72.26
76,72.26
77,72.26
78,72.26
79,72.26
80,72.26
81,72.26
82,72.26
83,72.26
84,72.26
85,72.26
86,72.26
87,72.26
88,72.26
89,53.99
90,35.7
91,35.7
92,21.33
93,21.33
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
