job_id,wait_time
99,11.16698408126831
98,11.1670663356781
97,11.167137622833252
96,91.26336121559143
95,91.26343870162964
94,171.34080576896667
93,91.26351022720337
92,202.37205529212952
91,102.12342739105225
90,168.72784733772278
89,80.62087106704712
88,26.748820066452026
87,26.748941898345947
86,26.74900794029236
85,27.48690152168274
84,27.487009525299072
83,27.487101316452026
82,66.45356154441833
81,66.4536554813385
80,36.096381425857544
79,15.534693956375122
78,36.0964777469635
77,36.09654211997986
76,66.45384240150452
75,21.05259871482849
74,21.05267906188965
73,21.05275273323059
72,80.6212215423584
71,80.62128162384033
70,102.12383604049683
69,80.62784743309021
68,51.70991110801697
67,51.71002697944641
66,51.71009159088135
65,80.62800741195679
64,80.62811923027039
63,139.18879413604736
62,148.93113327026367
61,183.5977177619934
60,31.63614845275879
59,31.636225700378418
58,31.636313438415527
57,102.12412405014038
56,131.84177327156067
55,152.96463561058044
54,114.77162337303162
53,68.55679726600647
52,68.55686688423157
51,68.55692791938782
50,169.75717759132385
49,41.56356453895569
48,41.56363320350647
47,41.56369638442993
46,122.5568916797638
45,185.0219361782074
44,179.0821876525879
43,162.56127285957336
42,195.53166365623474
41,44.9687557220459
40,44.96885299682617
39,44.96895933151245
38,114.77193427085876
37,71.27107429504395
36,47.0742826461792
35,47.07435607910156
34,47.074424266815186
33,56.90963792800903
32,56.9097363948822
31,56.90983700752258
30,56.91187286376953
29,56.911949634552
28,71.27127814292908
27,71.27133464813232
26,142.07780599594116
25,138.47688698768616
24,183.59228539466858
23,121.16686964035034
22,203.09284710884094
21,131.84239387512207
20,169.7576687335968
19,87.69860243797302
18,87.69869065284729
17,74.23496055603027
16,74.2350480556488
15,74.23511719703674
14,61.57862377166748
13,61.57873010635376
12,61.57882237434387
11,107.28228545188904
10,75.67484664916992
9,75.67498993873596
8,75.67507791519165
7,193.1595106124878
6,87.69900727272034
5,97.52860307693481
4,214.17702507972717
3,107.28258848190308
2,113.9283697605133
1,199.94423246383667
0,113.92850184440613
