time_on_queue
10
44
88
174
356
377
598
894
978
126
891
854
136
852
356
356
714
24
347
1061
716
972
798
798
1028
431
461
330
568
211
466
714
330
852
258
308
852
106
852
309
853
181
688
1061
45
1139
795
795
88
227
577
1200
466
791
567
1139
211
967
1139
248
461
258
971
670
351
1139
347
568
679
1146
1162
852
757
971
470
586
976
585
567
561
981
411
880
981
886
594
478
690
981
448
248
714
596
258
170
985
194
853
671
681
