time_to_elect_leader
1
1
15
14
13
16
58
48
23
23
36
39
28
22
3
30
39
36
1
38
50
0
19
17
10
6
1
11
13
14
3
10
12
1
9
30
32
22
22
44
32
37
17
8
17
26
26
45
10
16
30
30
51
6
29
51
22
17
19
18
20
27
28
20
11
20
17
18
22
29
58
18
38
42
43
35
59
42
24
24
9
12
38
49
29
36
56
38
33
43
14
32
40
19
25
33
33
42
59
22
