Time Interval,Agent 4,Agent 2,Agent 1,Agent 0,Agent 3
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,16.001140559754287,32.616653626296255,9.091017082403463,15.987755944369672,28.38752191524417
4,16.001140559754287,32.616653626296255,35.11459403850206,11.924250785105428,28.38752191524417
5,16.001140559754287,32.616653626296255,35.11459403850206,26.05576267384477,28.38752191524417
6,29.782933447216756,23.950682607043728,35.11459403850206,26.05576267384477,28.38752191524417
7,29.782933447216756,23.950682607043728,29.820562273086253,20.757015253476894,28.38752191524417
8,29.782933447216756,23.950682607043728,35.11459403850206,37.86506774338269,28.38752191524417
9,29.782933447216756,49.99919444855869,26.023576956098598,45.371076267384474,0.0
10,29.782933447216756,49.99919444855869,38.223478163964124,45.371076267384474,28.59083475843034
11,29.782933447216756,49.99919444855869,32.92944639854833,45.371076267384474,28.59083475843034
12,29.782933447216756,49.99919444855869,32.92944639854833,45.371076267384474,60.884634401105444
13,29.782933447216756,49.99919444855869,32.92944639854833,45.371076267384474,60.884634401105444
14,46.262075525416705,49.99919444855869,32.92944639854833,31.23956437864513,60.884634401105444
15,55.297535976809186,55.732347202277076,54.378618042446575,41.860320323014804,35.465912900800674
16,55.297535976809186,55.732347202277076,31.617409453085024,46.68608882907133,45.916969214671866
17,55.297535976809186,55.732347202277076,63.84255579587689,46.68608882907133,45.916969214671866
18,54.37016469958933,38.73635639171341,63.84255579587689,46.68608882907133,45.916969214671866
19,40.98993684646444,54.425324560330225,63.84255579587689,72.40771422162403,76.8316938431858
20,40.98993684646444,54.425324560330225,63.84255579587689,72.40771422162403,76.8316938431858
21,57.55754779652828,63.17293065957442,63.84255579587689,43.6987182593091,44.5378942005107
22,57.55754779652828,63.17293065957442,61.84691035393169,43.6987182593091,55.437991694387364
23,57.55754779652828,63.17293065957442,61.84691035393169,53.37530372364289,55.437991694387364
24,57.55754779652828,63.17293065957442,61.84691035393169,81.21978824585015,69.66480224107505
25,57.55754779652828,54.12040962862313,61.84691035393169,81.21978824585015,69.66480224107505
26,57.55754779652828,67.52896014047109,61.84691035393169,81.21978824585015,69.66480224107505
27,66.98757851054285,67.52896014047109,77.12510276961976,66.42977119784656,69.66480224107505
28,66.98757851054285,89.03355008253534,77.12510276961976,75.8089309107223,38.750077612561114
