Time Interval,Agent 6
0,0.0
1,0.0
2,0.0
3,61.34
4,61.34
5,47.76
6,47.76
7,71.97
8,58.8
9,58.8
10,58.8
11,58.8
12,58.8
13,58.8
14,58.8
15,58.81
16,58.81
17,58.81
18,94.92
19,94.92
20,83.97
21,83.97
22,83.97
23,72.89
24,57.45
25,57.45
26,57.45
27,57.45
28,57.45
29,57.45
30,57.45
31,57.45
32,57.45
33,57.45
34,57.45
35,57.45
36,57.45
37,57.45
38,57.45
39,57.45
40,57.45
41,57.46
42,57.46
43,57.46
44,40.89
45,40.89
46,40.89
47,40.89
48,26.56
49,26.56
50,7.74
51,7.74
52,7.74
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
