job_id,scheduling_latency
95,9.383896589279175
86,20.980556964874268
85,20.43507671356201
84,21.7236065864563
83,21.760251998901367
82,21.796666145324707
64,41.5967481136322
61,41.669535636901855
51,57.38000130653381
50,57.41633629798889
49,57.45268201828003
48,58.52370238304138
47,58.56016707420349
36,67.46023607254028
35,67.49677896499634
33,68.53183841705322
31,70.42930269241333
30,72.33229303359985
29,72.4056384563446
7,99.1424388885498
5,99.21553635597229
4,100.02259349822998
