Time Interval,Agent 19
0,0.0
1,0.0
2,36.3
3,36.3
4,48.36
5,48.36
6,48.36
7,48.37
8,48.37
9,48.37
10,61.36
11,61.36
12,56.94
13,56.94
14,56.94
15,56.94
16,56.94
17,56.94
18,56.94
19,56.95
20,56.95
21,56.95
22,41.26
23,41.26
24,41.26
25,41.26
26,60.19
27,49.08
28,49.08
29,49.08
30,78.87
31,76.06
32,76.06
33,76.06
34,76.06
35,58.94
36,58.94
37,58.94
38,58.94
39,58.94
40,58.94
41,58.94
42,58.94
43,58.94
44,47.21
45,42.88
46,2.87
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
