Time Interval,Agent 16
0,0.0
1,0.0
2,0.0
3,38.0
4,38.0
5,38.0
6,71.04
7,55.86
8,55.86
9,55.86
10,55.86
11,55.86
12,55.86
13,55.86
14,55.87
15,55.87
16,55.87
17,51.53
18,51.53
19,62.55
20,62.55
21,62.55
22,62.55
23,62.55
24,44.27
25,44.27
26,45.32
27,45.32
28,45.32
29,45.32
30,77.97
31,77.98
32,77.98
33,77.98
34,77.98
35,77.98
36,77.98
37,77.98
38,77.98
39,77.98
40,77.98
41,77.98
42,71.56
43,71.56
44,56.53
45,56.53
46,42.19
47,42.19
48,42.19
49,42.19
50,42.19
51,42.2
52,28.54
53,17.97
54,17.97
