Time Interval,Agent 4,Agent 0,Agent 1,Agent 2,Agent 3
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,19.591681264603938,9.105512773896406
3,16.00545681755068,17.50913635101361,5.309671671370045,19.591681264603938,9.105512773896406
4,16.00545681755068,17.50913635101361,20.76097128138563,19.591681264603938,9.105512773896406
5,16.00545681755068,17.50913635101361,20.76097128138563,19.591681264603938,22.425530045277856
6,17.448632324354346,17.50913635101361,20.76097128138563,19.591681264603938,22.425530045277856
7,5.28407733962788,17.50913635101361,20.76097128138563,19.591681264603938,22.425530045277856
8,22.732709663982227,37.23944390447098,33.37840236772111,49.21729920393222,34.102124509778456
9,26.554977783948903,37.23944390447098,33.37840236772111,29.625617939328283,43.86769927018674
10,52.637375034712576,37.23944390447098,33.37840236772111,58.00753714550782,43.86769927018674
11,35.18874271035823,37.23944390447098,33.37840236772111,64.72027034035283,43.86769927018674
12,35.18874271035823,37.23944390447098,65.68262135584773,64.72027034035283,43.86769927018674
13,54.771303110247146,37.23944390447098,65.68262135584773,64.72027034035283,43.86769927018674
14,41.13980144404332,44.75079491807831,65.68262135584773,64.72027034035283,61.55497753421812
15,41.13980144404332,47.47602054984726,38.93795162570768,64.72027034035283,61.55497753421812
16,54.52676687031379,47.47602054984726,47.91556837475589,64.72027034035283,61.55497753421812
17,54.52676687031379,47.47602054984726,47.91556837475589,54.32274022490427,51.87365919538737
18,58.918803804498744,58.628971119133574,47.91556837475589,54.32274022490427,51.87365919538737
19,58.918803804498744,58.628971119133574,77.64370041895799,54.32274022490427,58.56863729233219
20,58.918803804498744,58.628971119133574,77.64370041895799,65.88234994136815,58.56863729233219
21,58.918803804498744,56.6413565676201,57.46568311014017,65.88234994136815,58.56863729233219
22,58.918803804498744,56.6413565676201,57.46568311014017,65.88234994136815,87.35459466361928
23,70.96743265759511,70.21022285476255,57.46568311014017,65.88234994136815,87.35459466361928
24,70.96743265759511,70.21022285476255,57.46568311014017,65.88234994136815,87.35459466361928
25,75.63009927797833,70.21022285476255,72.79737354480184,65.88234994136815,58.56652750002164
26,75.63009927797833,70.21022285476255,72.79737354480184,62.28477912936749,58.56652750002164
27,75.63009927797833,70.21022285476255,72.79737354480184,76.8905027932961,70.13145988624262
28,75.63009927797833,88.70443279644543,89.90119950629015,76.8905027932961,70.13145988624262
