job_id,scheduling_latency
99,10.482197284698486
98,12.506125450134277
97,17.082911014556885
96,182.37782835960388
95,189.4455897808075
94,74.76826810836792
93,152.40948963165283
92,36.694669008255005
91,153.91104078292847
90,126.1937084197998
89,38.337172746658325
88,26.7828209400177
87,198.02224969863892
86,190.02381801605225
85,191.19321870803833
84,183.49848341941833
83,166.3334493637085
82,76.67232537269592
81,201.89247584342957
80,111.26954436302185
79,202.9095482826233
78,29.130176067352295
77,21.152786254882812
76,30.0239315032959
75,141.6209897994995
74,113.04474759101868
73,175.27710485458374
72,55.8101327419281
71,41.07684016227722
70,96.08072471618652
69,176.29319071769714
68,207.7118945121765
67,192.17661547660828
66,156.11440658569336
65,32.286752223968506
64,33.288147926330566
63,221.5543806552887
62,210.74174404144287
61,211.87790060043335
60,221.99381494522095
59,193.2313153743744
58,167.92717385292053
57,143.3090386390686
56,59.48540282249451
55,144.57922053337097
54,114.55997085571289
53,81.16253662109375
52,114.84906220436096
51,45.0249879360199
50,46.85566186904907
49,115.2061197757721
48,116.74191546440125
47,117.24468421936035
46,82.19098901748657
45,61.806901931762695
44,130.24465942382812
43,145.80895447731018
42,131.77499771118164
41,63.50085783004761
40,193.7409474849701
39,101.26235270500183
38,48.933406829833984
37,216.6370885372162
36,186.6588442325592
35,178.40241265296936
34,65.01546716690063
33,222.65310740470886
32,199.61972522735596
31,50.23598909378052
30,51.23853397369385
29,85.9588212966919
28,158.68486428260803
27,146.84525513648987
26,87.51586365699768
25,65.96766066551208
24,148.3487160205841
23,223.68181800842285
22,227.31786561012268
21,236.18012762069702
20,228.00583338737488
19,181.0331859588623
18,237.68964910507202
17,233.5261106491089
16,122.29853415489197
15,200.7120544910431
14,172.08844995498657
13,135.7034957408905
12,106.62990379333496
11,149.41954159736633
10,150.03228402137756
9,231.73382592201233
8,196.10734176635742
7,162.30547904968262
6,197.00965642929077
5,91.65367412567139
4,90.6307122707367
3,71.02822494506836
2,73.24719858169556
1,72.89189314842224
0,173.64980220794678
