time_to_elect_leader
1
1
1
67
67
67
90
90
90
15
3
3
3
15
15
114
114
23
23
23
24
24
24
114
117
44
44
44
111
111
212
69
69
69
58
41
41
41
58
58
72
72
37
37
37
72
37
37
37
110
110
110
47
47
47
132
128
79
79
79
156
154
71
71
71
118
115
117
91
91
91
164
100
98
98
111
111
74
114
114
80
111
105
153
153
153
99
124
124
100
70
70
70
95
95
95
95
95
135
115
