Time Interval,Agent 2,Agent 1,Agent 0
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,8.8950313633103,8.900146322007007,8.905269272826681
4,24.655888979681656,8.900146322007007,8.905269272826681
5,24.655888979681656,28.41280632869089,8.905269272826681
6,24.655888979681656,28.41280632869089,51.01125871377802
7,38.61471474058524,28.41280632869089,51.01125871377802
8,38.61471474058524,48.6694477984796,51.01125871377802
9,62.931542431735544,39.76930147647259,42.10598944095133
10,62.931542431735544,73.19147138926198,57.18650389557135
11,62.931542431735544,73.19147138926198,67.1299053444505
12,79.27266903305984,73.19147138926198,67.1299053444505
13,70.59679159391636,59.719547544568826,76.10233050847457
14,70.59679159391636,82.69464917930352,71.75817386550027
15,83.92952987446999,82.69464917930352,71.75817386550027
16,83.92952987446999,82.69464917930352,91.15813798523783
17,98.40090573606541,99.45829749175078,100.95042372881356
18,105.22417506049614,119.46636994659295,100.95042372881356
19,105.22417506049614,119.46636994659295,111.67787640103882
20,124.32751121854608,119.46636994659295,106.12788579825039
21,124.32751121854608,119.46636994659295,135.66710292509566
22,124.32751121854608,125.08561671636897,125.79080781848005
23,139.65197519765195,127.04142506943172,125.79080781848005
24,139.65197519765195,140.5863925655232,139.64793688490977
25,163.66952826664186,141.1421434269376,149.68362236878076
26,163.66952826664186,170.5825397287777,149.68362236878076
27,163.66952826664186,161.86799178087105,170.93018469792236
28,181.6639964423071,177.38917815752708,170.93018469792236
29,176.13469765581218,183.70525030634465,201.60550420311645
30,201.6088885813497,176.48914160103357,198.45443121241115
31,201.6088885813497,200.26009989974173,178.8749555768179
32,201.6088885813497,200.26009989974173,209.9138344040459
33,225.14888341241686,230.01670759798867,209.9138344040459
34,225.14888341241686,230.01670759798867,226.2673660470202
35,238.70620709082053,235.35708879066507,251.71428205303445
36,259.8589065787891,263.27558730471725,251.71428205303445
37,260.6305566027999,276.8450061012851,276.55956892427554
38,296.81451772833077,259.89144450007234,268.12921849371236
39,279.4336389201877,289.7355754862782,258.0999265308912
40,279.4336389201877,269.058030360456,289.8858025218699
41,271.2078350701005,295.73538787015855,289.8858025218699
42,311.34640997996405,295.73538787015855,289.8858025218699
43,311.34640997996405,301.4985033925194,304.4205474302898
44,311.34640997996405,305.1465955404919,304.4205474302898
45,270.48512797373564,305.1465955404919,283.17398510114816
46,286.64893311861505,275.15998139524163,283.17398510114816
47,286.64893311861505,260.5085283546505,271.15284991798796
48,286.64893311861505,235.40048528585132,271.15284991798796
49,286.64893311861505,235.40048528585132,264.1662127528704
50,272.4069394416017,235.40048528585132,264.1662127528704
51,272.4069394416017,205.96008898401115,264.1662127528704
52,243.79284710535498,205.96008898401115,248.50635422361944
53,243.79284710535498,205.96008898401115,239.66641180289776
54,215.94103823474973,185.3692104373591,239.66641180289776
55,215.94103823474973,185.3692104373591,239.66641180289776
56,215.94103823474973,185.3692104373591,239.66641180289776
57,205.34769231884638,168.5773632396608,239.66641180289776
58,205.34769231884638,144.80640494095263,208.99109229770366
59,205.34769231884638,144.80640494095263,208.99109229770366
60,179.87350139330889,144.80640494095263,191.60320615773648
61,179.87350139330889,144.80640494095263,191.60320615773648
62,179.87350139330889,144.80640494095263,191.60320615773648
63,179.87350139330889,113.7953432725168,167.79739782668125
64,179.87350139330889,113.7953432725168,167.79739782668125
65,179.87350139330889,113.7953432725168,167.79739782668125
66,142.88821018450358,113.7953432725168,149.59046866457078
67,142.88821018450358,113.7953432725168,149.59046866457078
68,142.88821018450358,113.7953432725168,149.59046866457078
69,126.72440503962422,85.09436697085596,149.59046866457078
70,109.93799481230205,85.09436697085596,149.59046866457078
71,109.93799481230205,85.09436697085596,128.87383047430288
72,109.93799481230205,85.09436697085596,128.87383047430288
73,93.51668057700985,85.09436697085596,128.87383047430288
74,93.51668057700985,85.09436697085596,128.87383047430288
75,93.51668057700985,55.337759272609006,128.87383047430288
76,62.08054235838104,55.337759272609006,109.31447597731
77,62.08054235838104,55.337759272609006,109.31447597731
78,62.08054235838104,55.337759272609006,109.31447597731
79,25.89658123285019,55.337759272609006,109.31447597731
80,25.89658123285019,55.337759272609006,77.52859998633133
81,25.89658123285019,55.337759272609006,77.52859998633133
82,0.0,26.677357509702514,77.52859998633133
83,0.0,26.677357509702514,77.52859998633133
84,0.0,26.677357509702514,77.52859998633133
85,0.0,0.0,77.52859998633133
86,0.0,0.0,77.52859998633133
87,0.0,0.0,50.96177128895572
88,0.0,0.0,50.96177128895572
89,0.0,0.0,21.503664912520502
90,0.0,0.0,21.503664912520502
91,0.0,0.0,21.503664912520502
92,0.0,0.0,21.503664912520502
93,0.0,0.0,21.503664912520502
94,0.0,0.0,21.503664912520502
95,0.0,0.0,21.503664912520502
96,0.0,0.0,0.0
97,0.0,0.0,0.0
98,0.0,0.0,0.0
99,0.0,0.0,0.0
100,0.0,0.0,0.0
101,0.0,0.0,0.0
102,0.0,0.0,0.0
103,0.0,0.0,0.0
104,0.0,0.0,0.0
105,0.0,0.0,0.0
106,0.0,0.0,0.0
107,0.0,0.0,0.0
108,0.0,0.0,0.0
109,0.0,0.0,0.0
110,0.0,0.0,0.0
111,0.0,0.0,0.0
112,0.0,0.0,0.0
113,0.0,0.0,0.0
114,0.0,0.0,0.0
115,0.0,0.0,0.0
116,0.0,0.0,0.0
117,0.0,0.0,0.0
118,0.0,0.0,0.0
119,0.0,0.0,0.0
120,0.0,0.0,0.0
121,0.0,0.0,0.0
122,0.0,0.0,0.0
123,0.0,0.0,0.0
124,0.0,0.0,0.0
125,0.0,0.0,0.0
