Time Interval,Agent 1
0,0.0
1,0.0
2,0.0
3,61.34
4,61.34
5,47.76
6,47.76
7,74.44
8,61.28
9,61.28
10,61.28
11,61.28
12,61.28
13,61.28
14,61.28
15,61.28
16,61.28
17,61.28
18,82.4
19,82.4
20,82.4
21,82.4
22,66.96
23,66.96
24,56.01
25,56.01
26,56.01
27,56.01
28,56.01
29,56.01
30,56.01
31,56.01
32,56.01
33,91.66
34,91.66
35,91.66
36,91.66
37,91.66
38,91.66
39,91.66
40,78.22
41,78.22
42,78.22
43,78.23
44,67.66
45,54.47
46,35.65
47,35.65
48,35.65
49,35.65
50,35.65
51,35.65
52,35.65
53,1.55
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
