time_to_elect_leader
5
1
3
0
1
0
3
17
14
1
0
4
2
1
1
7
6
5
0
15
11
18
1
8
2
4
0
0
20
5
7
10
7
5
7
12
3
0
3
0
0
4
1
0
8
1
1
3
1
6
13
10
9
5
6
12
10
2
8
8
1
1
2
2
3
3
10
1
8
3
0
7
11
0
0
2
6
0
1
1
2
0
1
0
5
5
2
2
12
1
7
1
2
2
1
6
0
7
5
0
