Time Interval,Agent 17
0,0.0
1,0.0
2,23.45
3,23.46
4,23.46
5,101.27
6,101.27
7,101.27
8,101.27
9,101.27
10,101.28
11,101.28
12,101.28
13,101.28
14,101.28
15,101.28
16,101.28
17,101.28
18,101.28
19,101.28
20,101.28
21,101.28
22,101.29
23,101.29
24,206.38
25,206.38
26,206.38
27,196.14
28,196.14
29,196.14
30,196.14
31,196.15
32,196.15
33,196.15
34,196.15
35,196.15
36,196.15
37,196.15
38,196.15
39,196.15
40,196.15
41,196.15
42,196.15
43,196.15
44,174.05
45,166.47
46,162.06
47,162.06
48,162.06
49,162.06
50,143.73
51,143.73
52,143.73
53,128.83
54,128.83
55,118.33
56,118.33
57,118.33
58,118.33
59,118.33
60,118.33
61,118.33
62,118.33
63,118.33
64,118.33
65,118.33
66,118.33
67,118.33
68,118.33
69,118.33
70,118.33
71,118.33
72,118.33
73,118.33
74,118.33
75,118.33
76,118.33
77,118.33
78,118.33
79,118.33
80,118.33
81,118.33
82,118.34
83,118.34
84,118.34
85,118.34
86,118.34
87,118.34
88,118.34
89,118.34
90,118.34
91,115.44
92,115.44
93,115.45
94,115.45
95,115.45
96,74.29
97,61.02
98,61.02
99,19.73
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
