job_id,selection_time
99,0.03303861618041992
98,0.03320193290710449
97,0.03337883949279785
96,28.16104769706726
95,28.161151885986328
94,28.161232233047485
93,36.4488685131073
92,36.44905090332031
91,36.44925022125244
90,54.390663623809814
89,0.04778432846069336
88,0.04796314239501953
87,0.04812765121459961
86,16.477083921432495
85,16.477195739746094
84,16.477353811264038
83,54.3908634185791
82,47.008615255355835
81,47.00877928733826
80,47.00896191596985
79,49.749797105789185
78,49.750028133392334
77,52.31629657745361
76,83.53262519836426
75,83.5326828956604
74,19.902804613113403
73,19.9031503200531
72,19.90347981452942
71,34.658180236816406
70,34.65834093093872
69,24.309714794158936
68,24.30982780456543
67,24.30996322631836
66,34.658485412597656
65,95.97144198417664
64,82.07585549354553
63,61.42642045021057
62,61.426589488983154
61,5.738181114196777
60,9.932561874389648
59,5.738323211669922
58,61.42675852775574
57,82.07597661018372
56,82.07608938217163
55,50.689018964767456
54,50.68919277191162
53,50.68938231468201
52,62.76925587654114
51,62.76938581466675
50,62.769540786743164
49,65.65224003791809
48,106.1760025024414
47,4.395334482192993
46,4.395482301712036
45,4.395599842071533
44,47.302802085876465
43,23.987985849380493
42,19.94017243385315
41,19.940337896347046
40,35.00461459159851
39,6.555743932723999
38,6.55600118637085
37,6.556252479553223
36,19.956318378448486
35,19.956480026245117
34,19.788374662399292
33,39.89647722244263
32,69.61023473739624
31,48.218141078948975
30,48.218326807022095
29,48.23638939857483
28,39.636565923690796
27,69.61035680770874
26,8.149564266204834
25,8.149700164794922
24,8.149804592132568
23,42.043949604034424
22,41.554572343826294
21,42.04413175582886
20,41.55471897125244
19,69.61052250862122
18,35.00473189353943
17,97.00035619735718
16,20.07684087753296
15,22.523554801940918
14,20.076937437057495
13,24.127164840698242
12,24.127349615097046
11,66.07689905166626
10,66.07702922821045
9,66.07720518112183
8,101.51463532447815
7,63.2052161693573
6,63.2053747177124
5,63.20554518699646
4,66.83257174491882
3,68.36944937705994
2,24.716020345687866
1,24.716158151626587
0,24.716383457183838
