Time Interval,Agent 26
0,0.0
1,0.0
2,0.0
3,14.21
4,14.21
5,47.46
6,47.46
7,47.46
8,47.46
9,47.46
10,47.46
11,99.16
12,99.16
13,84.95
14,84.95
15,84.95
16,84.95
17,84.95
18,84.95
19,84.95
20,84.95
21,84.95
22,84.95
23,84.95
24,84.95
25,84.96
26,84.96
27,84.96
28,84.96
29,84.96
30,84.96
31,84.96
32,66.63
33,81.52
34,81.52
35,81.52
36,81.52
37,81.52
38,81.52
39,89.3
40,62.54
41,62.54
42,59.68
43,47.06
44,47.06
45,47.06
46,47.06
47,47.06
48,47.06
49,47.06
50,47.06
51,47.06
52,47.06
53,47.06
54,47.06
55,47.06
56,47.06
57,47.06
58,47.06
59,47.06
60,47.06
61,47.06
62,47.07
63,37.61
64,37.61
65,37.61
66,37.61
67,37.61
68,37.61
69,37.61
70,37.61
71,37.61
72,37.61
73,37.61
74,37.61
75,37.61
76,37.61
77,37.61
78,37.61
79,37.61
80,37.61
81,37.61
82,37.61
83,37.61
84,29.83
85,29.83
86,20.94
87,7.26
88,7.26
89,7.26
90,7.26
91,7.26
92,7.26
93,7.26
94,7.26
95,7.26
96,7.26
97,7.26
98,7.26
99,7.26
100,7.26
101,7.26
102,7.26
103,7.26
104,7.26
105,7.26
106,7.26
107,7.26
108,7.26
109,7.26
110,7.26
111,7.26
112,7.26
113,7.26
114,7.26
115,7.26
116,7.26
117,7.26
118,7.26
119,7.26
120,7.26
121,7.26
122,7.26
123,7.26
124,7.26
125,7.26
126,7.26
127,7.26
128,7.26
129,7.26
130,7.26
131,7.26
132,7.26
133,7.26
134,7.26
135,7.26
136,7.26
137,7.26
138,7.26
139,7.26
140,7.26
141,7.26
142,7.26
143,7.26
144,7.26
145,7.26
146,7.26
147,7.26
148,7.26
149,7.26
150,7.26
151,7.26
152,7.26
153,7.26
154,7.26
155,7.26
156,7.26
157,7.26
158,7.26
159,7.26
160,7.26
161,7.26
162,7.26
