job_id,selection_time
99,0.5327785015106201
98,33.01294684410095
97,3.207024097442627
96,33.01806139945984
95,79.79300618171692
94,42.8861186504364
93,4.967860460281372
92,65.57779240608215
91,45.46285915374756
90,77.22435307502747
89,36.29567551612854
88,80.86396789550781
87,14.896386861801147
86,57.61332678794861
85,15.132099390029907
84,80.87409162521362
83,30.014708995819092
82,58.02788996696472
81,59.866442918777466
80,36.28566598892212
79,52.56121349334717
78,29.424558401107788
77,89.96304059028625
76,74.73627209663391
75,38.67058300971985
74,35.04793858528137
73,57.612403869628906
72,50.94638156890869
71,4.994560956954956
70,77.24756646156311
69,59.73671579360962
68,17.78182053565979
67,84.62930989265442
66,68.52207660675049
65,40.477914810180664
64,19.13481855392456
63,18.414186239242554
62,45.22186875343323
61,49.85894584655762
60,40.76008367538452
59,64.93490195274353
58,41.588138580322266
57,57.85233545303345
56,59.24464750289917
55,70.03197383880615
54,85.58058404922485
53,57.42763352394104
52,73.5288462638855
51,11.756463289260864
50,86.07200336456299
49,67.92922878265381
48,21.407467126846313
47,18.0169734954834
46,74.36194729804993
45,22.694034814834595
44,85.00088334083557
43,20.449657440185547
42,98.77084755897522
41,121.52740788459778
40,26.345443725585938
39,28.81773829460144
38,40.23315215110779
37,65.47607612609863
36,68.45195484161377
35,32.13986802101135
34,65.99996376037598
33,84.88826060295105
32,102.11039590835571
31,74.65656280517578
30,44.94279336929321
29,36.08404207229614
28,76.67042446136475
27,102.2388653755188
26,24.495020866394043
25,57.69317603111267
24,27.816173315048218
23,80.00472474098206
22,79.39139771461487
21,45.95916271209717
20,55.26060914993286
19,84.98425602912903
18,22.79806923866272
17,21.754265069961548
16,65.9045763015747
15,80.87828063964844
14,74.93242383003235
13,29.962474822998047
12,53.35428333282471
11,55.67786502838135
10,37.9704909324646
9,55.396679162979126
8,82.34586119651794
7,82.35135078430176
6,65.45248460769653
5,98.427006483078
4,63.57546091079712
3,50.846266746520996
2,43.82184386253357
1,99.3332884311676
0,95.94519519805908
