job_id,selection_time
99,0.008092880249023438
98,0.008234739303588867
97,0.008366107940673828
96,0.007082462310791016
95,0.0072286128997802734
94,0.007375001907348633
93,0.8108515739440918
92,0.8110864162445068
91,0.8113105297088623
90,0.19472551345825195
89,0.19493818283081055
88,0.19508886337280273
87,0.007658481597900391
86,0.5090169906616211
85,0.509148120880127
84,0.5093555450439453
83,0.00782918930053711
82,0.008018255233764648
81,0.5087490081787109
80,1.4781763553619385
79,1.478330135345459
78,0.17899322509765625
77,0.17914843559265137
76,0.1793045997619629
75,0.0076808929443359375
74,0.007849693298339844
73,0.008021354675292969
72,0.5081615447998047
71,0.5082793235778809
70,0.5084643363952637
69,0.018642902374267578
68,0.00807499885559082
67,0.008314371109008789
66,0.008501291275024414
65,1.4784724712371826
64,0.01889348030090332
63,0.5206608772277832
62,0.008900880813598633
61,0.009058952331542969
60,0.00763249397277832
59,0.007874011993408203
58,0.008107900619506836
57,0.009210824966430664
56,0.16580462455749512
55,0.5089960098266602
54,0.514946699142456
53,0.515110969543457
52,0.515294075012207
51,0.5098683834075928
50,0.2317969799041748
49,0.5151898860931396
48,0.5153255462646484
47,0.5154905319213867
46,0.5091612339019775
45,0.46106386184692383
44,0.5085186958312988
43,0.007919073104858398
42,0.007586956024169922
41,0.5212421417236328
40,1.0154337882995605
39,0.5087141990661621
38,0.008048295974731445
37,0.5091612339019775
36,0.20331525802612305
35,1.0177044868469238
34,1.0178337097167969
33,0.48471522331237793
32,1.0153818130493164
31,1.0155787467956543
30,1.015735387802124
29,0.76753830909729
28,0.7677023410797119
27,0.767819881439209
26,1.0179781913757324
25,0.03425741195678711
24,0.013740062713623047
23,0.5151128768920898
22,0.5152440071105957
21,0.5154314041137695
20,0.6368601322174072
19,0.4824371337890625
18,0.13867545127868652
17,0.2034621238708496
16,0.4990696907043457
15,1.015573263168335
14,0.007998228073120117
13,0.5146529674530029
12,0.48490190505981445
11,0.4851531982421875
10,0.5148108005523682
9,0.514991044998169
8,0.2442638874053955
7,0.5145916938781738
6,0.008256673812866211
5,0.5144188404083252
4,0.5145976543426514
3,0.5147809982299805
2,0.12867045402526855
1,0.0214078426361084
0,0.20364618301391602
