Time Interval,Agent 49
0,0.0
1,0.0
2,0.0
3,9.9
4,9.9
5,9.9
6,9.9
7,48.8
8,48.81
9,48.81
10,48.81
11,48.81
12,48.82
13,48.82
14,48.82
15,48.82
16,48.82
17,48.82
18,48.83
19,48.83
20,48.83
21,48.83
22,48.83
23,48.83
24,48.83
25,48.83
26,48.83
27,48.83
28,48.83
29,48.84
30,95.92
31,89.48
32,89.48
33,89.49
34,89.49
35,86.03
36,86.03
37,86.04
38,86.04
39,86.04
40,86.04
41,86.04
42,86.05
43,86.05
44,86.05
45,86.05
46,86.05
47,86.05
48,86.05
49,86.05
50,86.06
51,86.06
52,86.06
53,86.06
54,86.06
55,86.07
56,86.07
57,86.07
58,86.07
59,86.07
60,86.07
61,86.08
62,78.18
63,78.18
64,78.18
65,78.18
66,78.19
67,78.19
68,69.84
69,69.84
70,69.84
71,69.85
72,69.85
73,69.85
74,69.85
75,69.85
76,69.85
77,69.85
78,69.85
79,69.85
80,69.85
81,69.85
82,69.85
83,69.85
84,69.86
85,69.86
86,69.86
87,69.86
88,69.86
89,69.86
90,62.91
91,62.91
92,62.91
93,62.91
94,62.91
95,62.91
96,62.91
97,62.91
98,62.91
99,62.91
100,62.92
101,62.92
102,62.92
103,62.92
104,62.92
105,62.92
106,62.92
107,48.95
108,48.95
109,48.95
110,48.95
111,48.95
112,48.95
113,48.95
114,48.95
115,38.34
116,38.34
117,38.34
118,38.34
119,38.34
120,38.34
121,23.17
122,23.17
123,23.17
124,23.17
125,23.17
126,23.17
127,23.17
128,15.78
129,15.78
130,15.78
131,15.78
132,15.78
133,15.78
134,15.78
135,15.78
136,15.78
137,15.78
138,15.78
139,15.78
140,15.78
141,15.78
142,15.78
143,15.78
144,15.78
145,15.78
146,15.78
147,15.78
148,15.78
149,15.78
150,15.78
151,15.78
152,15.78
153,15.78
154,15.78
155,15.78
156,15.78
157,15.78
158,15.78
159,15.78
160,15.78
161,15.78
162,15.78
163,15.78
164,15.78
165,15.78
166,15.78
167,15.78
168,15.78
169,15.78
170,15.78
171,15.78
172,15.78
173,15.78
174,15.78
175,15.78
176,15.78
177,15.78
178,15.78
179,15.78
180,15.78
181,15.78
182,15.78
183,15.78
184,15.78
185,15.78
186,15.78
187,15.78
188,15.78
189,15.78
190,15.78
191,15.78
192,15.78
193,15.78
194,15.78
195,15.78
196,15.78
197,15.78
198,15.78
199,15.78
200,15.78
201,15.78
202,15.78
203,15.78
204,15.78
205,15.78
206,15.78
207,15.78
208,15.78
209,15.78
210,15.78
211,15.78
212,15.78
213,15.78
214,15.78
215,15.78
216,15.78
217,15.78
218,15.78
219,15.78
220,15.78
221,15.78
222,15.78
223,15.78
224,15.78
225,15.78
226,15.78
227,15.78
228,15.78
229,15.78
230,15.78
231,15.78
232,15.78
233,15.78
234,15.78
235,15.78
236,15.78
237,15.78
238,15.78
239,15.78
240,15.78
241,15.78
242,15.78
243,15.78
244,15.78
245,15.78
246,15.78
247,15.78
248,15.78
249,15.78
250,15.78
251,15.78
252,15.78
253,15.78
254,15.78
255,15.78
256,15.78
257,15.78
258,15.78
259,15.78
260,15.78
261,15.78
262,15.78
263,15.78
264,15.78
265,15.78
266,15.78
267,15.78
268,15.78
269,15.78
270,15.78
271,15.78
272,15.78
273,15.78
274,15.78
275,15.78
276,15.78
277,15.78
278,15.78
279,15.78
280,15.78
281,15.78
282,15.78
283,15.78
284,15.78
285,15.78
286,15.78
287,15.78
288,15.78
289,15.78
290,15.78
291,15.78
292,15.78
293,15.78
294,15.78
295,15.78
296,15.78
297,15.78
298,15.78
299,15.78
300,15.78
301,15.78
302,15.78
303,15.78
304,15.78
305,15.78
306,15.78
307,15.78
308,15.78
309,15.78
310,15.78
311,15.78
312,15.78
313,15.78
314,15.78
315,15.78
316,15.78
317,15.78
318,15.78
319,15.78
320,15.78
321,15.78
322,15.78
323,15.78
324,15.78
325,15.78
326,15.78
327,15.78
328,15.78
329,15.78
330,15.78
331,15.78
332,15.78
333,15.78
334,15.78
335,15.78
336,15.78
337,15.78
338,15.78
339,15.78
340,15.78
341,15.78
342,15.78
343,15.78
344,15.78
345,15.78
346,15.78
347,15.78
348,15.78
349,15.78
350,15.78
351,15.78
352,15.78
353,15.78
354,15.78
355,15.79
356,15.79
357,15.79
358,15.79
359,15.79
360,15.79
361,15.79
362,15.79
363,15.79
364,15.79
365,15.79
366,15.79
367,15.79
368,15.79
369,15.79
370,15.79
371,15.79
372,15.79
373,15.79
374,15.79
375,15.79
376,15.79
377,15.79
378,15.79
379,15.79
380,15.79
381,15.79
382,15.79
383,15.79
384,15.79
385,15.79
386,15.79
387,15.79
388,15.79
389,15.79
390,15.79
391,15.79
392,15.79
393,15.79
394,15.79
395,15.79
396,15.79
397,15.79
398,15.79
399,15.79
400,15.79
401,15.79
402,15.79
403,15.79
404,15.79
405,15.79
406,15.79
407,15.79
408,15.79
409,15.79
410,15.79
411,15.79
412,15.79
413,15.79
414,15.79
415,15.79
416,15.79
417,15.79
418,15.79
419,15.79
420,15.79
421,15.79
422,15.79
423,15.79
424,15.79
425,15.79
426,15.79
427,15.79
428,15.79
429,15.79
430,15.79
431,15.79
432,15.79
433,15.79
434,15.79
435,15.79
436,15.79
437,15.79
438,15.79
439,15.79
440,15.79
441,15.79
442,15.79
443,15.79
444,15.79
445,15.79
446,15.79
447,15.79
448,15.79
449,15.79
450,15.79
451,15.79
452,15.79
453,15.79
454,15.79
455,15.79
456,15.79
457,15.79
458,15.79
459,15.79
460,15.79
461,15.79
462,15.79
463,15.79
464,15.79
465,15.79
466,15.79
467,15.79
468,15.79
469,15.79
470,15.79
471,15.79
472,15.79
473,15.79
474,15.79
475,15.79
476,15.79
477,15.79
478,15.79
479,15.79
480,15.79
481,15.79
482,15.79
483,15.79
484,15.79
485,15.79
486,15.79
487,15.79
488,15.79
489,15.79
490,15.79
491,15.79
492,15.79
493,15.79
494,15.79
495,15.79
496,15.79
497,15.79
498,15.79
499,15.79
500,15.79
501,15.79
502,15.79
503,15.79
504,15.79
505,15.79
506,15.79
507,15.79
508,15.79
509,15.79
510,15.79
511,15.79
512,15.79
513,15.79
514,15.79
515,15.79
516,15.79
517,15.79
518,15.79
519,15.79
520,15.79
521,15.79
522,15.79
523,15.79
524,15.79
525,15.79
526,15.79
527,15.79
528,15.79
529,15.79
530,15.79
531,15.79
532,15.79
533,15.79
534,15.79
535,15.79
536,15.79
537,15.79
538,15.79
539,15.79
540,15.79
541,15.79
542,15.79
543,15.79
544,15.79
545,15.79
546,15.79
547,15.79
548,15.79
549,15.79
550,15.79
551,15.79
552,15.79
553,15.79
554,15.79
555,15.79
556,15.79
557,15.79
558,15.79
559,15.79
560,15.79
561,15.79
562,15.79
563,15.79
564,15.79
565,15.79
566,15.79
567,15.79
568,15.79
569,15.79
570,15.79
